	gene	str	chr	promoter_start	promoter_end
20317	Rbm18	-1	chr2	36136773	36138773
20318	Sspn	1	chr6	145929640	145931640
20319	Pcdhb11	1	chr18	37419417	37421417
20320	Letm2	-1	chr8	25597582	25599582
20321	Gm14147	1	chr2	151096244	151098244
20322	Tmem154	1	chr3	84664191	84666191
20323	Pcdhgc4	1	chr18	37813078	37815078
20324	Boc	-1	chr16	44558897	44560897
20325	Ppp2r5b	-1	chr19	6235872	6237872
20326	Slc16a1	1	chr3	104636667	104638667
20327	Dis3l2	1	chr1	86701807	86703807
20328	Olfr1555-ps1	-1	chr19	12170112	12172112
20329	Slc6a4	1	chr11	76996602	76998602
20330	Fam160a1	-1	chr3	85817291	85819291
20331	Trim6	1	chr7	104216792	104218792
20332	Rcan2	1	chr17	43799350	43801350
20333	Depdc5	1	chr5	32861700	32863700
20334	Fam216a	-1	chr5	122372364	122374364
20335	Def6	1	chr17	28205777	28207777
20336	Wnt7a	-1	chr6	91411363	91413363
20337	Gns	1	chr10	121363089	121365089
20338	Cpb1	-1	chr3	20275733	20277733
20339	Tigd4	1	chr3	84591573	84593573
20340	Hmox2	1	chr16	4724360	4726360
20341	Gm4756	-1	chr12	72649661	72651661
20342	Hmgcs1	1	chr13	119688378	119690378
20343	Zfp827	1	chr8	79026436	79028436
20344	Atg5	1	chr10	44266357	44268357
20345	Aatf	-1	chr11	84513522	84515522
20346	Gm37240	-1	chr3	85887518	85889518
20347	Gpha2	1	chr19	6224379	6226379
20348	Pcnx4	1	chr12	72534382	72536382
20349	Cdk7	-1	chr13	100730939	100732939
20350	Sdr16c6	-1	chr4	4077522	4079522
20351	Vinac1	-1	chr2	129048172	129050172
20352	Mgat4b	1	chr11	50208889	50210889
20353	Tulp4	1	chr17	6104436	6106436
20354	Tll2	-1	chr19	41206835	41208835
20355	Smurf1	-1	chr5	144965847	144967847
20356	Wdr74	1	chr19	8733826	8735826
20357	Fam129a	1	chr1	151569185	151571185
20358	Penk	-1	chr4	4138819	4140819
20359	Mcemp1	1	chr8	3663753	3665753
20360	Oxr1	1	chr15	41445481	41447481
20361	B830017H08Rik	1	chr16	17831120	17833120
20362	Abcb8	1	chr5	24391662	24393662
20363	Hspa14	-1	chr2	3512814	3514814
20364	Epdr1	-1	chr13	19619927	19621927
20365	Ywhag	-1	chr5	135934616	135936616
20366	Ihh	-1	chr1	74951672	74953672
20367	A3galt2	1	chr4	128753363	128755363
20368	Nrbp1	1	chr5	31238863	31240863
20369	Aadacl4fm2	-1	chr4	144565134	144567134
20370	Olfr1116	1	chr2	87265533	87267533
20371	Ska2	1	chr11	87107233	87109233
20372	Eif3c	-1	chr7	126566411	126568411
20373	Olfr1118	1	chr2	87305580	87307580
20374	Abca13	1	chr11	9189941	9191941
20375	Aadacl4	1	chr4	144611706	144613706
20376	Tpst2	1	chr5	112274690	112276690
20377	Vmn1r247	-1	chr7	21761475	21763475
20378	Tmem101	-1	chr11	102156404	102158404
20379	Vmn1r248	-1	chr7	21796728	21798728
20380	1700011L22Rik	-1	chr8	79248570	79250570
20381	Cdip1	-1	chr16	4790292	4792292
20382	P2rx5	1	chr11	73158420	73160420
20383	Aadacl4fm4	-1	chr4	144686368	144688368
20384	Adarb2	1	chr13	8200865	8202865
20385	Rexo4	-1	chr2	26964386	26966386
20386	Pnpt1	1	chr11	29128743	29130743
20387	Tns1	-1	chr1	74124449	74126449
20388	Pdzrn3	-1	chr6	101377897	101379897
20389	Fam117a	1	chr11	95335017	95337017
20390	Kbtbd4	1	chr2	90902739	90904739
20391	Ccdc125	1	chr13	100667716	100669716
20392	Mmaa	-1	chr8	79294937	79296937
20393	Itih1	-1	chr14	30943289	30945289
20394	Per2	-1	chr1	91459324	91461324
20395	Gm45902	-1	chr2	3512790	3514790
20396	Chchd4	-1	chr6	91473546	91475546
20397	Ptpmt1	-1	chr2	90918258	90920258
20398	Ino80c	-1	chr18	24121953	24123953
20399	Impad1	-1	chr4	4793355	4795355
20400	Gm20403	-1	chr12	54986529	54988529
20401	Vps26a	-1	chr10	62486805	62488805
20402	Slc6a16	1	chr7	45239084	45241084
20403	Baz1a	-1	chr12	55014348	55016348
20404	Setmar	1	chr6	108063044	108065044
20405	Supt16	-1	chr14	52197416	52199416
20406	Agtr1b	-1	chr3	20367177	20369177
20407	S100a1	-1	chr3	90514392	90516392
20408	Efr3b	-1	chr12	4038915	4040915
20409	Gm20518	-1	chr16	17891671	17893671
20410	Cyp4b1	-1	chr4	115647723	115649723
20411	Rcc1l	-1	chr5	134176774	134178774
20412	Car15	-1	chr16	17838364	17840364
20413	Ndufs3	-1	chr2	90904827	90906827
20414	Dlst	1	chr12	85108832	85110832
20415	Mob1b	1	chr5	88718854	88720854
20416	Swsap1	1	chr9	21953754	21955754
20417	Npas4	-1	chr19	4990316	4992316
20418	Krit1	1	chr5	3801183	3803183
20419	Ttl	1	chr2	129063941	129065941
20420	Pdia6	1	chr12	17264544	17266544
20421	Pde1a	-1	chr2	80129458	80131458
20422	Scmh1	1	chr4	120403280	120405280
20423	Rnf19a	-1	chr15	36283147	36285147
20424	Tmx2	-1	chr2	84679140	84681140
20425	Dgcr2	-1	chr16	17898562	17900562
20426	Atp6v0a2	1	chr5	124626575	124628575
20427	Fcor	-1	chr8	3672362	3674362
20428	9930022D16Rik	1	chr11	109411916	109413916
20429	Nhej1	-1	chr1	75125200	75127200
20430	Ube2h	-1	chr6	30304539	30306539
20431	Trim34a	1	chr7	104242456	104244456
20432	Arsg	1	chr11	109471373	109473373
20433	AAdacl4fm3	-1	chr4	144721404	144723404
20434	Sirt1	-1	chr10	63381704	63383704
20435	Npvf	-1	chr6	50654439	50656439
20436	Adck1	1	chr12	88358553	88360553
20437	Fbh1	-1	chr2	11777582	11779582
20438	Kcnmb2	1	chr3	31900506	31902506
20439	Elavl2	-1	chr4	91400785	91402785
20440	Ino80	-1	chr2	119477687	119479687
20441	Rpgrip1	1	chr14	52108703	52110703
20442	Plekhg2	-1	chr7	28372599	28374599
20443	Gm6356	-1	chr14	6973818	6975818
20444	Atp6v1c2	-1	chr12	17329359	17331359
20445	Slc23a3	-1	chr1	75133890	75135890
20446	Syt17	-1	chr7	118448222	118450222
20447	Amz2	1	chr11	109423945	109425945
20448	Agpat5	1	chr8	18844276	18846276
20449	Vmn1r135	1	chr7	21830350	21832350
20450	Bbc3	1	chr7	16306392	16308392
20451	Vmn1r249	-1	chr7	21844267	21846267
20452	1700092M07Rik	1	chr19	8738717	8740717
20453	Pkhd1	-1	chr1	20618064	20620064
20454	Gm5891	-1	chr7	21921291	21923291
20455	Syt5	-1	chr7	4547541	4549541
20456	Zdhhc5	-1	chr2	84715180	84717180
20457	Ssna1	-1	chr2	25272438	25274438
20458	Trappc5	1	chr8	3674298	3676298
20459	Nim1k	-1	chr13	119755882	119757882
20460	Alkbh5	1	chr11	60534380	60536380
20461	Gm10406	-1	chr14	7027449	7029449
20462	Ptgs1	1	chr2	36228425	36230425
20463	Hbs1l	1	chr10	21293978	21295978
20464	B4galnt4	1	chr7	141059103	141061103
20465	Slc16a6	-1	chr11	109473598	109475598
20466	Frmpd1	1	chr4	45182874	45184874
20467	Aadacl4fm5	-1	chr4	144786583	144788583
20468	S100a13	1	chr3	90512434	90514434
20469	Rspo3	-1	chr10	29535867	29537867
20470	Itpripl2	-1	chr7	118491975	118493975
20471	Zfp131	-1	chr13	119790889	119792889
20472	Phf14	1	chr6	11905808	11907808
20473	S100a14	1	chr3	90524855	90526855
20474	Rhpn2	1	chr7	35332169	35334169
20475	A630010A05Rik	1	chr16	14560316	14562316
20476	Zmat3	-1	chr3	32366014	32368014
20477	Vmn1r137	1	chr7	21992586	21994586
20478	Sumf1	-1	chr6	108185582	108187582
20479	Vmn1r138	-1	chr7	22028897	22030897
20480	Aff1	1	chr5	103690373	103692373
20481	Ppp4r3b	1	chr11	29170889	29172889
20482	Epor	-1	chr9	21963506	21965506
20483	Coq7	-1	chr7	118533356	118535356
20484	Tctn2	1	chr5	124596748	124598748
20485	Tssk1	1	chr16	17892222	17894222
20486	Mmp27	1	chr9	7569395	7571395
20487	Slc6a21	1	chr7	45275512	45277512
20488	Gm28635	-1	chr2	84678041	84680041
20489	Lcn12	-1	chr2	25493911	25495911
20490	Rasal3	-1	chr17	32403583	32405583
20491	Kap	-1	chr6	133853762	133855762
20492	Dus2	1	chr8	105989336	105991336
20493	Slc45a4	-1	chr15	73645762	73647762
20494	Faap24	-1	chr7	35396836	35398836
20495	Dck	1	chr5	88762995	88764995
20496	Mrps34	1	chr17	24893115	24895115
20497	Ncln	-1	chr10	81496392	81498392
20498	Gjc1	-1	chr11	102819700	102821700
20499	Hba-x	1	chr11	32274399	32276399
20500	Lsm12	-1	chr11	102185296	102187296
20501	Hnrnpa0	-1	chr13	58128556	58130556
20502	Chrm3	-1	chr13	10360847	10362847
20503	Nme3	1	chr17	24894499	24896499
20504	Trim5	-1	chr7	104288094	104290094
20505	Hba-a1	1	chr11	32281510	32283510
20506	Fam71d	1	chr12	78689534	78691534
20507	Ahsa1	1	chr12	87264478	87266478
20508	Gm3685	-1	chr14	7044970	7046970
20509	Calr	-1	chr8	84846934	84848934
20510	Klhl5	1	chr5	65105538	65107538
20511	Trim45	1	chr3	100920201	100922201
20512	Tnfrsf4	1	chr4	156011842	156013842
20513	Nadk2	1	chr15	9069259	9071259
20514	Clcn4	-1	chr7	7300851	7302851
20515	Ccno	1	chr13	112985801	112987801
20516	Dagla	-1	chr19	10304877	10306877
20517	Mapk8ip3	-1	chr17	24936977	24938977
20518	Dpep3	-1	chr8	105979429	105981429
20519	Lrrd1	1	chr5	3843172	3845172
20520	Olfr1120	1	chr2	87352814	87354814
20521	Ufm1	-1	chr3	53863830	53865830
20522	Ism2	-1	chr12	87299705	87301705
20523	Gm6176	-1	chr7	22056305	22058305
20524	Olfr1121	1	chr2	87367894	87369894
20525	Gtf2ird2	1	chr5	134182018	134184018
20526	Vmn1r139	1	chr7	22067056	22069056
20527	Paqr7	1	chr4	134494696	134496696
20528	Ppil1	-1	chr17	29264186	29266186
20529	Osbpl9	-1	chr4	109202272	109204272
20530	Il17a	1	chr1	20728904	20730904
20531	Dpep2	-1	chr8	105991759	105993759
20532	Gm16451	-1	chr7	22118245	22120245
20533	Papolb	-1	chr5	142530076	142532076
20534	Gm5592	1	chr7	41151840	41153840
20535	Vmn1r250	-1	chr7	22134741	22136741
20536	Cdnf	1	chr2	3511029	3513029
20537	Lypd6b	1	chr2	49785687	49787687
20538	Vmn1r142	-1	chr7	22164035	22166035
20539	Radil	-1	chr5	142551098	142553098
20540	Vmn1r143	1	chr7	22187376	22189376
20541	Vmn1r251	-1	chr7	22201264	22203264
20542	Arhgef18	1	chr8	3351414	3353414
20543	Vmn1r252	-1	chr7	22229484	22231484
20544	Akap12	1	chr10	4264379	4266379
20545	Ntmt1	1	chr2	30805825	30807825
20546	Vmn1r253	-1	chr7	22329717	22331717
20547	Pgm1	1	chr4	99927413	99929413
20548	Hbq1b	1	chr11	32284964	32286964
20549	Cenpw	-1	chr10	30200560	30202560
20550	Lhx1	-1	chr11	84525535	84527535
20551	Hba-a2	1	chr11	32294488	32296488
20552	Slc5a12	1	chr2	110595297	110597297
20553	Dpep2nb	-1	chr8	106005975	106007975
20554	Ddx28	-1	chr8	106011882	106013882
20555	Ikbke	-1	chr1	131279606	131281606
20556	Dpep2	-1	chr8	105996423	105998423
20557	Hbq1a	1	chr11	32298068	32300068
20558	Anapc2	1	chr2	25270477	25272477
20559	Orc4	-1	chr2	48950277	48952277
20560	Polr1b	1	chr2	129098994	129100994
20561	Sh3pxd2b	1	chr11	32345819	32347819
20562	Lypd6	1	chr2	50064428	50066428
20563	Stambp	-1	chr6	83572729	83574729
20564	Mcidas	1	chr13	112991844	112993844
20565	Uty	-1	chrY	1245759	1247759
20566	Itgb3bp	-1	chr4	99929813	99931813
20567	Tmem132e	1	chr11	82386899	82388899
20568	Xirp2	1	chr2	67171833	67173833
20569	Pcnx2	-1	chr8	125898317	125900317
20570	Ncf1	-1	chr5	134229625	134231625
20571	Gpaa1	1	chr15	76329230	76331230
20572	Col9a1	1	chr1	24175609	24177609
20573	Scgb2b2	1	chr7	31288507	31290507
20574	Trim66	-1	chr7	109508134	109510134
20575	S100a16	1	chr3	90535253	90537253
20576	Zfp362	-1	chr4	128806045	128808045
20577	Pglyrp2	-1	chr17	32424167	32426167
20578	Efcab7	1	chr4	99827197	99829197
20579	Vmn1r254	-1	chr7	22371039	22373039
20580	Scgb1b2	-1	chr7	31291821	31293821
20581	Rit2	-1	chr18	31317290	31319290
20582	Etv6	1	chr6	134033699	134035699
20583	Klk10	1	chr7	43779034	43781034
20584	Ndufaf8	1	chr11	120096927	120098927
20585	Tlx1	1	chr19	45148679	45150679
20586	Hmcn2	1	chr2	31312414	31314414
20587	Mrs2	-1	chr13	25020379	25022379
20588	Scgb2b3	-1	chr7	31362072	31364072
20589	Cabp4	-1	chr19	4144033	4146033
20590	Dhrs7	-1	chr12	72664909	72666909
20591	Syt4	-1	chr18	31447406	31449406
20592	Tspyl4	1	chr10	34295441	34297441
20593	Klk9	1	chr7	43789890	43791890
20594	Gpr152	1	chr19	4137786	4139786
20595	Stx11	-1	chr10	12964298	12966298
20596	Chchd5	1	chr2	129127699	129129699
20597	Uck1	-1	chr2	32260159	32262159
20598	Gpld1	1	chr13	24941151	24943151
20599	Snx5	-1	chr2	144270906	144272906
20600	Nt5dc1	-1	chr10	34418552	34420552
20601	Tmc3	1	chr7	83582926	83584926
20602	Cnksr3	-1	chr10	7212237	7214237
20603	Sae1	-1	chr7	16387806	16389806
20604	Klk8	1	chr7	43795576	43797576
20605	Mmp20	1	chr9	7626230	7628230
20606	Scgb1b3	1	chr7	31373591	31375591
20607	Fam3b	-1	chr16	97514816	97516816
20608	Gm3696	-1	chr14	7100621	7102621
20609	Sf3b5	1	chr10	13003342	13005342
20610	Tm9sf3	-1	chr19	41263997	41265997
20611	Klk14	1	chr7	43688417	43690417
20612	Mmp7	1	chr9	7690089	7692089
20613	Tent5b	1	chr4	133478131	133480131
20614	Trim12a	-1	chr7	104315466	104317466
20615	Klk11	1	chr7	43772603	43774603
20616	Pomt1	1	chr2	32234589	32236589
20617	Olfr1122	1	chr2	87383848	87385848
20618	Rhbdd3	1	chr11	5096925	5098925
20619	Tafa3	-1	chr3	104781840	104783840
20620	Slco1c1	1	chr6	141522367	141524367
20621	Capn1	-1	chr19	6015897	6017897
20622	Rbms2	-1	chr10	128180297	128182297
20623	Gpr153	1	chr4	152272231	152274231
20624	Rph3a	-1	chr5	121010092	121012092
20625	Aadat	1	chr8	60503931	60505931
20626	S100a2	1	chr3	90558362	90560362
20627	S100a3	1	chr3	90582658	90584658
20628	Spag6	1	chr2	18692031	18694031
20629	Zfp281	1	chr1	136622900	136624900
20630	Ppm1j	1	chr3	104779055	104781055
20631	Ptprh	-1	chr7	4604041	4606041
20632	Tnfrsf18	1	chr4	156024163	156026163
20633	Gm6676	-1	chr14	7125412	7127412
20634	Diras1	-1	chr10	81025662	81027662
20635	Srgn	-1	chr10	62527451	62529451
20636	S100a4	1	chr3	90601770	90603770
20637	Gm42674	1	chr3	90599903	90601903
20638	Prdm1	-1	chr10	44528501	44530501
20639	Ntf3	-1	chr6	126166910	126168910
20640	Chpt1	-1	chr10	88504073	88506073
20641	Slc25a46	-1	chr18	31609911	31611911
20642	Metrn	-1	chr17	25797136	25799136
20643	Tfip11	1	chr5	112324357	112326357
20644	Icam1	1	chr9	21013984	21015984
20645	Edem3	1	chr1	151753370	151755370
20646	Dsg1a	1	chr18	20308810	20310810
20647	Mgme1	1	chr2	144268662	144270662
20648	Dhrs3	1	chr4	144890826	144892826
20649	Npas2	1	chr1	39191730	39193730
20650	Prcp	1	chr7	92872469	92874469
20651	Hs6st2	-1	chrX	51681856	51683856
20652	Enpp6	1	chr8	46984886	46986886
20653	Klk13	1	chr7	43710566	43712566
20654	Nub1	1	chr5	24683531	24685531
20655	Klk12	1	chr7	43766896	43768896
20656	Ccdc78	1	chr17	25784579	25786579
20657	Gm28827	1	chrY	83028946	83030946
20658	Hps1	-1	chr19	42779978	42781978
20659	Tcn2	-1	chr11	3932159	3934159
20660	Vmn1r148	1	chr7	22411582	22413582
20661	G6pc3	1	chr11	102187619	102189619
20662	Enpp5	1	chr17	44076812	44078812
20663	Gm50367	-1	chr17	25795659	25797659
20664	Fam173a	-1	chr17	25792901	25794901
20665	Vmn1r149	-1	chr7	22438229	22440229
20666	Ltc4s	-1	chr11	50238616	50240616
20667	Carlr	-1	chr2	18801818	18803818
20668	Gm10665	-1	chr7	22464075	22466075
20669	Dsg1b	1	chr18	20374728	20376728
20670	Tbrg4	-1	chr11	6626067	6628067
20671	Mbd5	1	chr2	48947507	48949507
20672	Vmn1r151	-1	chr7	22499678	22501678
20673	Snai2	1	chr16	14703851	14705851
20674	Loxhd1	1	chr18	77279957	77281957
20675	Aunip	1	chr4	134508998	134510998
20676	Emc6	-1	chr11	73177037	73179037
20677	Srrd	-1	chr5	112343040	112345040
20678	Robo4	1	chr9	37399896	37401896
20679	Icam4	1	chr9	21027372	21029372
20680	Dgki	-1	chr6	37300184	37302184
20681	Gpx8	-1	chr13	113046410	113048410
20682	Efcab1	1	chr16	14904605	14906605
20683	1700017N19Rik	1	chr10	100588483	100590483
20684	Maml1	-1	chr11	50292311	50294311
20685	Nrip1	-1	chr16	76373827	76375827
20686	Pgm2l1	1	chr7	100225393	100227393
20687	Col10a1	1	chr10	34387980	34389980
20688	Pik3ap1	-1	chr19	41385102	41387102
20689	Usp26	-1	chrX	51801233	51803233
20690	Cdc20b	1	chr13	113033110	113035110
20691	Icam5	1	chr9	21030072	21032072
20692	Perp	1	chr10	18843019	18845019
20693	Vwc2	1	chr11	11112222	11114222
20694	Hes3	-1	chr4	152291662	152293662
20695	Ubtd2	1	chr11	32453369	32455369
20696	Sarm1	-1	chr11	78497754	78499754
20697	Efcab9	-1	chr11	32532081	32534081
20698	Enpp4	-1	chr17	44105809	44107809
20699	Dsg4	1	chr18	20434174	20436174
20700	Dtymk	-1	chr1	93801934	93803934
20701	Olfr1123	1	chr2	87414634	87416634
20702	Zbtb2	-1	chr10	4388108	4390108
20703	Klf9	1	chr19	23139225	23141225
20704	Higd1b	1	chr11	102833848	102835848
20705	Cir1	-1	chr2	73312701	73314701
20706	Ewsr1	-1	chr11	5099266	5101266
20707	Ubap2	-1	chr4	41275144	41277144
20708	Mgam	1	chr6	40626830	40628830
20709	4921509C19Rik	-1	chr2	151476153	151478153
20710	Sis	-1	chr3	72967863	72969863
20711	Mfsd10	-1	chr5	34637212	34639212
20712	Fam110b	1	chr4	5642089	5644089
20713	Lbx1	-1	chr19	45235812	45237812
20714	Olfr1124	1	chr2	87428274	87430274
20715	1700080O16Rik	-1	chrX	51972772	51974772
20716	Gzma	-1	chr13	113100981	113102981
20717	Fbn1	-1	chr2	125507993	125509993
20718	Dlg1	1	chr16	31661442	31663442
20719	Cdk5rap3	-1	chr11	96916496	96918496
20720	Trnp1	-1	chr4	133498550	133500550
20721	Farsa	1	chr8	84854988	84856988
20722	Otub2	1	chr12	103386681	103388681
20723	Tmem65	-1	chr15	58823638	58825638
20724	Tnpo3	-1	chr6	29609887	29611887
20725	Slmap	-1	chr14	26534931	26536931
20726	Gpc4	-1	chrX	52165252	52167252
20727	Mbd1	1	chr18	74265604	74267604
20728	Ftsj1	-1	chrX	8252406	8254406
20729	Bcl2l14	1	chr6	134394317	134396317
20730	Izumo3	-1	chr4	92147234	92149234
20731	Olfr1126	1	chr2	87451961	87453961
20732	Map3k21	1	chr8	125908449	125910449
20733	Pkp3	1	chr7	141076217	141078217
20734	Dusp27	-1	chr1	166127922	166129922
20735	Mterf1a	-1	chr5	3893933	3895933
20736	Mrm1	-1	chr11	84819515	84821515
20737	Fam107b	1	chr2	3568487	3570487
20738	Scrn3	1	chr2	73310600	73312600
20739	Asb6	-1	chr2	30830333	30832333
20740	Kcna1	-1	chr6	126646384	126648384
20741	Acvr2a	1	chr2	48812108	48814108
20742	Clic5	1	chr17	44132767	44134767
20743	Sycp3	1	chr10	88457568	88459568
20744	Ghr	-1	chr15	3583492	3585492
20745	Kcna5	-1	chr6	126535412	126537412
20746	B020004J07Rik	-1	chr4	101844023	101846023
20747	Sfrp4	1	chr13	19621103	19623103
20748	Slco1b2	1	chr6	141627517	141629517
20749	Gcn1	1	chr5	115563253	115565253
20750	Asgr1	1	chr11	70052084	70054084
20751	Rhoc	1	chr3	104786374	104788374
20752	Exd1	-1	chr2	119547627	119549627
20753	Slfnl1	1	chr4	120530230	120532230
20754	Mau2	-1	chr8	70042734	70044734
20755	Lrp5	-1	chr19	3686564	3688564
20756	C8g	-1	chr2	25501719	25503719
20757	Ctns	-1	chr11	73199042	73201042
20758	Adcy9	-1	chr16	4420498	4422498
20759	Sp9	1	chr2	73269924	73271924
20760	Scgb2b7	-1	chr7	31705757	31707757
20761	Zpbp	-1	chr11	11462408	11464408
20762	Gm3512	-1	chr14	7174533	7176533
20763	Mtfr1l	-1	chr4	134535387	134537387
20764	Nsrp1	-1	chr11	77078435	77080435
20765	Ppm1a	1	chr12	72755454	72757454
20766	Gm19684	1	chr17	36119677	36121677
20767	Gm16434	-1	chr14	7194540	7196540
20768	Gpr20	-1	chr15	73707505	73709505
20769	Vmn1r152	1	chr7	22520966	22522966
20770	Vmn1r255	-1	chr7	22534887	22536887
20771	Trim37	1	chr11	87125076	87127076
20772	Ppard	1	chr17	28230699	28232699
20773	Vmn1r256	-1	chr7	22565343	22567343
20774	Gpa33	1	chr1	166128237	166130237
20775	Ier2	-1	chr8	84662854	84664854
20776	Gm4565	-1	chr7	22588127	22590127
20777	Tmem210	1	chr2	25286144	25288144
20778	Anxa7	-1	chr14	20480133	20482133
20779	Il17f	-1	chr1	20790617	20792617
20780	Gm7030	-1	chr17	36129425	36131425
20781	Slc20a1	1	chr2	129196763	129198763
20782	Spata48	1	chr11	11460093	11462093
20783	Gm12666	-1	chr4	92191749	92193749
20784	Irf5	1	chr6	29524624	29526624
20785	Arhgap21	-1	chr2	20968881	20970881
20786	Mug2	1	chr6	122004760	122006760
20787	Cfap36	-1	chr11	29247409	29249409
20788	Xiap	1	chrX	42057678	42059678
20789	Gcfc2	1	chr6	81921668	81923668
20790	Fbxw5	1	chr2	25498749	25500749
20791	Aldh8a1	1	chr10	21375290	21377290
20792	Csn2	-1	chr5	87699630	87701630
20793	Gpc3	-1	chrX	52613950	52615950
20794	Prr15l	1	chr11	96926103	96928103
20795	Tmem86b	-1	chr7	4631422	4633422
20796	Mtx1	-1	chr3	89227088	89229088
20797	Kcnk1	1	chr8	125993169	125995169
20798	Kpna7	-1	chr5	145084030	145086030
20799	Sp2	-1	chr11	96982959	96984959
20800	Idnk	1	chr13	58155648	58157648
20801	2700097O09Rik	-1	chr12	55080110	55082110
20802	Zc3h4	1	chr7	16398909	16400909
20803	Pramel7	-1	chr2	87497093	87499093
20804	Clec4f	-1	chr6	83656187	83658187
20805	Vmn1r155	1	chr7	22656017	22658017
20806	Asb13	1	chr13	3632031	3634031
20807	Trim62	1	chr4	128881579	128883579
20808	Dnajc27	1	chr12	4080582	4082582
20809	Slc25a19	-1	chr11	115628295	115630295
20810	Cnppd1	-1	chr1	75142711	75144711
20811	Tax1bp3	1	chr11	73175082	73177082
20812	Mrpl19	-1	chr6	81965958	81967958
20813	Ccs	-1	chr19	4839332	4841332
20814	Btbd11	1	chr10	85384813	85386813
20815	Mfap3l	1	chr8	60630826	60632826
20816	Nrd1	1	chr4	108998654	109000654
20817	Gps1	1	chr11	120782271	120784271
20818	Ndufs7	1	chr10	80247120	80249120
20819	Adamts13	1	chr2	26971415	26973415
20820	Pnp	1	chr14	50929081	50931081
20821	Slc35a1	-1	chr4	34687438	34689438
20822	Dpp10	-1	chr1	124846039	124848039
20823	Scgb1b7	1	chr7	31710664	31712664
20824	Abcb4	1	chr5	8891716	8893716
20825	Mboat7	-1	chr7	3693523	3695523
20826	Wdr86	-1	chr5	24730727	24732727
20827	Gm4871	-1	chr5	145032754	145034754
20828	Lcor	1	chr19	41480636	41482636
20829	Sh2d4a	1	chr8	68274566	68276566
20830	Ddx24	-1	chr12	103425830	103427830
20831	Gtf2h1	1	chr7	46794102	46796102
20832	Xkr5	-1	chr8	18950975	18952975
20833	Pnpo	-1	chr11	96943986	96945986
20834	Grin1	-1	chr2	25319187	25321187
20835	Arpc1a	1	chr5	145081829	145083829
20836	Dnajc12	1	chr10	63380442	63382442
20837	Slc39a3	-1	chr10	81037426	81039426
20838	Sap130	1	chr18	31632370	31634370
20839	AI987944	-1	chr7	41393379	41395379
20840	Pnp2	1	chr14	50953991	50955991
20841	Efcab5	-1	chr11	77188968	77190968
20842	Polq	1	chr16	37009785	37011785
20843	Tusc1	-1	chr4	93335511	93337511
20844	Prr16	1	chr18	51115732	51117732
20845	Epn2	-1	chr11	61579687	61581687
20846	Prpf4b	1	chr13	34873301	34875301
20847	Rgl3	-1	chr9	21989446	21991446
20848	Gm49342	1	chr14	50942516	50944516
20849	Dsg3	1	chr18	20508273	20510273
20850	Plcg2	1	chr8	117496290	117498290
20851	Cd207	-1	chr6	83677857	83679857
20852	Prrx2	1	chr2	30832971	30834971
20853	Stk10	1	chr11	32531304	32533304
20854	Thbs3	1	chr3	89213179	89215179
20855	1700018F24Rik	1	chr5	145040989	145042989
20856	Adam19	1	chr11	46053991	46055991
20857	Tsen34	1	chr7	3690862	3692862
20858	Ecpas	-1	chr4	58912749	58914749
20859	Pes1	1	chr11	3961974	3963974
20860	Gm7075	-1	chr10	63421789	63423789
20861	Mctp2	-1	chr7	72306608	72308608
20862	Vax2	1	chr6	83709263	83711263
20863	Ttf2	-1	chr3	100969663	100971663
20864	Mmadhc	-1	chr2	50296801	50298801
20865	Olfr1350	1	chr7	6562840	6564840
20866	Trmt12	1	chr15	58870673	58872673
20867	Nefh	-1	chr11	4948064	4950064
20868	Rnf139	1	chr15	58887228	58889228
20869	Atp1a3	-1	chr7	25005958	25007958
20870	Kcna6	-1	chr6	126740674	126742674
20871	Tatdn1	-1	chr15	58933738	58935738
20872	Vmn2r30	-1	chr7	7337609	7339609
20873	Fam181b	1	chr7	93077864	93079864
20874	Speer4c	-1	chr5	15714271	15716271
20875	S1pr4	-1	chr10	81500132	81502132
20876	Stox2	-1	chr8	47446362	47448362
20877	1700020N01Rik	1	chr10	21591144	21593144
20878	C130073F10Rik	-1	chr4	101893789	101895789
20879	Gm28553	1	chrY	48854496	48856496
20880	Dync1h1	1	chr12	110599451	110601451
20881	Sdr42e1	-1	chr8	117673689	117675689
20882	4930556J24Rik	-1	chr11	3976778	3978778
20883	Trim34b	1	chr7	104327470	104329470
20884	Klhl8	-1	chr5	103911259	103913259
20885	Crygn	-1	chr5	24758008	24760008
20886	Dbn1	-1	chr13	55488111	55490111
20887	Gm45783	-1	chr7	7374573	7376573
20888	Gm12800	1	chr4	101907120	101909120
20889	Gm12794	1	chr4	101938406	101940406
20890	Cct6b	-1	chr11	82764321	82766321
20891	Slc29a2	1	chr19	5021859	5023859
20892	Ulbp1	-1	chr10	7473638	7475638
20893	Gm12790	-1	chr4	101981049	101983049
20894	Adipoq	1	chr16	23144535	23146535
20895	Cftr	1	chr6	18168686	18170686
20896	Ftmt	1	chr18	52329548	52331548
20897	Erh	-1	chr12	80644341	80646341
20898	Dcaf12	-1	chr4	41314889	41316889
20899	Map6d1	-1	chr16	20241358	20243358
20900	Pip4k2a	-1	chr2	18998126	19000126
20901	Tmc7	-1	chr7	118584736	118586736
20902	Gm3727	-1	chr14	7264714	7266714
20903	Gm3739	-1	chr14	7315049	7317049
20904	Gcdh	-1	chr8	84893921	84895921
