	gene	str	chr	promoter_start	promoter_end
13720	TMEM79	1	chr23	6092429	6094429
13721	KBTBD13	-1	chr10	18211496	18213496
13722	SPINK4	1	chrZ	70858939	70860939
13723		1	chr3	98223845	98225845
13724	CACFD1	1	chr17	7224418	7226418
13725		1	chr23	6082771	6084771
13726		-1	chr3	98052858	98054858
13727	SSR2	1	chr25	159089	161089
13728		1	chr7	6904965	6906965
13729		-1	chr1	56652446	56654446
13730	INO80	-1	chr5	24738505	24740505
13731	FHL2	-1	chr1	136481145	136483145
13732	UBAP1L	1	chr10	18193429	18195429
13733		-1	chr25	160813	162813
13734	ACTR2	1	chr3	10610571	10612571
13735	PDCD7	1	chr10	18185682	18187682
13736	EBF2	1	chr22	734996	736996
13737	EBNA1BP2	-1	chr8	19972442	19974442
13738	MYH1F	-1	chr18	424203	426203
13739	B4GALT1	-1	chrZ	70855202	70857202
13740		1	chr2	127823947	127825947
13741	DNAJB9	-1	chr1	28571188	28573188
13742	POFUT2	1	chr7	6881185	6883185
13743		1	chr5	638936	640936
13744	DALRD3	1	chr12	12042165	12044165
13745	UPP1	1	chr2	79938290	79940290
13746		-1	chr1	28378307	28380307
13747		-1	chr23	6093669	6095669
13748	FCER1G	1	chr25	150757	152757
13749		1	chr17	7203750	7205750
13750	TOP2A	-1	chr27	7253739	7255739
13751	DLL4	1	chr5	24632299	24634299
13752	LRRN3	-1	chr1	27618690	27620690
13753	C1H2ORF49	1	chr1	136425098	136427098
13754	MAPK13	1	chr26	167876	169876
13755		1	chr2	127770584	127772584
13756	ARHGAP45	1	chr28	3017599	3019599
13757	YBEY	1	chr7	6878817	6880817
13758	FAM183A	1	chr8	19963262	19965262
13759	TRIB2	1	chr3	97857113	97859113
13760	BGLAP	1	chr23	6068880	6070880
13761	VPS18	1	chr5	24517456	24519456
13762	OSR2	1	chr2	127710043	127712043
13763		-1	chr1	86147612	86149612
13764	AACS	-1	chr15	4784057	4786057
13765		-1	chr12	12044086	12046086
13766	TGFBRAP1	-1	chr1	136422429	136424429
13767	VIP	1	chr3	49584423	49586423
13768	RHOV	-1	chr5	24512475	24514475
13769	PDLIM5	1	chr4	58195413	58197413
13770	MAPK14	1	chr26	146698	148698
13771	UBE2B	-1	chr13	16567580	16569580
13772	C7orf57	1	chr2	79924459	79926459
13773	PER2	-1	chr9	5680030	5682030
13774	CENPN	1	chr11	15368177	15370177
13775	RAB1B	-1	chr3	10588209	10590209
13776	XPNPEP1	-1	chr6	26664552	26666552
13777	MED10	1	chr2	79856773	79858773
13778	JADE2	-1	chr13	16518603	16520603
13779	MYCT1	1	chr3	49548703	49550703
13780	TMEM132B	-1	chr15	4746811	4748811
13781	SMU1	-1	chrZ	70821962	70823962
13782	CEP68	1	chr3	10565492	10567492
13783	STK31	1	chr2	31335815	31337815
13784	HES6	1	chr9	5638777	5640777
13785	SLC26A8	-1	chr26	146496	148496
13786	UBE2QL1	-1	chr2	79844144	79846144
13787	NNF1	1	chr23	6062719	6064719
13788		1	chr15	4533165	4535165
13789	SLC1A4	1	chr3	10530550	10532550
13790		-1	chr3	49428416	49430416
13791		1	chr15	4531474	4533474
13792	CMC2	-1	chr11	15370037	15372037
13793	LPIN1	1	chr3	97400678	97402678
13794	REXO4	-1	chr17	7205006	7207006
13795		1	chr5	633159	635159
13796	NRK	1	chr4	17198088	17200088
13797	SRPK1	-1	chr26	127274	129274
13798	TFG	1	chr1	86086877	86088877
13799	PLEKHO1	1	chr25	113211	115211
13800	MYH1D	-1	chr18	398842	400842
13801	CLPX	1	chr10	18166001	18168001
13802		-1	chr1	56633715	56635715
13803	IMMP2L	1	chr1	27426135	27428135
13804		-1	chr7	6859362	6861362
13805	CNN2	-1	chr28	3018726	3020726
13806	TMEM132C	-1	chr15	4278736	4280736
13807	SORCS1	-1	chr6	26356014	26358014
13808	TRIM9	-1	chr5	58156481	58158481
13809	SLC25A44	1	chr23	6054364	6056364
13810		1	chr9	5616011	5618011
13811	CDYL2	1	chr11	15266800	15268800
13812	IQGAP2	-1	chrZ	23577608	23579608
13813	SERTAD2	-1	chr3	10440264	10442264
13814	PPP2R2A	-1	chr22	726427	728427
13815		1	chr23	6034755	6036755
13816		1	chr7	6832551	6834551
13817	DYNLRB2	1	chr11	15118383	15120383
13818		-1	chr3	10392727	10394727
13819		1	chr17	7191289	7193289
13820	SLC15A4	1	chr15	4051656	4053656
13821	STK3	-1	chr2	127697598	127699598
13822	MCUB	-1	chr4	58188683	58190683
13823	GREB1	1	chr3	97303445	97305445
13824		1	chr5	24474137	24476137
13825	RARA	1	chr27	7215089	7217089
13826	ADGRG7	1	chr1	86061935	86063935
13827	SORCS3	1	chr6	25382377	25384377
13828	MRPS9	1	chr1	136336850	136338850
13829	KCNS2	1	chr2	127545148	127547148
13830	SAR1B	1	chr13	16438101	16440101
13831		-1	chr5	24473533	24475533
13832		1	chr17	7187557	7189557
13833	FAM221A	1	chr2	31325773	31327773
13834	CDC6	1	chr27	7209268	7211268
13835	LHFPL5	1	chr26	101161	103161
13836	NIPAL2	-1	chr2	127487495	127489495
13837		1	chr33	6414411	6416411
13838	POU3F3	1	chr1	136260886	136262886
13839	F2R	-1	chrZ	23454784	23456784
13840	MAF	-1	chr11	14691257	14693257
13841		-1	chr11	14174050	14176050
13842	TMEM45A	1	chr1	86034844	86036844
13843	CAB39	-1	chr9	5606749	5608749
13844	F2RL1	-1	chrZ	23422556	23424556
13845	AFTPH	1	chr3	10376579	10378579
13846	NSUN2	1	chr2	79784749	79786749
13847	WIPF2	1	chr27	7203603	7205603
13848	DNAJA1	1	chrZ	70795442	70797442
13849	CFAP58	1	chr6	25239876	25241876
13850	CLPS	-1	chr26	102258	104258
13851	AKR1D1	1	chr1	56548351	56550351
13852	FTCD	-1	chr7	6820174	6822174
13853	CTSA	1	chr20	10526673	10528673
13854		-1	chr33	6409948	6411948
13855	ITPRIP	-1	chr6	25219175	25221175
13856	S100Z	-1	chrZ	23392421	23394421
13857	CASP6	1	chr4	58143235	58145235
13858	TMEM182	1	chr1	135352533	135354533
13859	ITM2C	-1	chr9	5557609	5559609
13860	SURF4	-1	chr17	7189309	7191309
13861	RAPGEFL1	1	chr27	7190659	7192659
13862	IL1RAPL2	1	chr4	16843798	16845798
13863		-1	chr23	6092916	6094916
13864		1	chr33	6398339	6400339
13865	ZFYVE19	1	chr5	24449175	24451175
13866	CCDC126	1	chr2	31308307	31310307
13867		-1	chr18	360643	362643
13868	SRD5A1	-1	chr2	79786504	79788504
13869	BNIP3L	-1	chr22	683049	685049
13870	NEURL2	-1	chr20	10528418	10530418
13871		-1	chr33	6383824	6385824
13872	LGALSL	1	chr3	10336210	10338210
13873		-1	chr23	5948459	5950459
13874		1	chr20	10521131	10523131
13875	SEC24A	-1	chr13	16440002	16442002
13876	LNP1	1	chr1	86007786	86009786
13877	MFSD9	-1	chr1	135347201	135349201
13878	TRIM24	-1	chr1	56436811	56438811
13879	CASC3	1	chr27	7179845	7181845
13880	GSTO2	1	chr6	25194882	25196882
13881	CRHBP	-1	chrZ	23375581	23377581
13882	FAM199X	1	chr4	16729360	16731360
13883	ZSWIM3	1	chr20	10516703	10518703
13884	IMPDH2	1	chr12	12028091	12030091
13885		-1	chr18	334903	336903
13886	WWOX	1	chr11	14058227	14060227
13887	APTX	-1	chrZ	70798064	70800064
13888	SURF2	1	chr17	7170767	7172767
13889	GLT1D1	-1	chr15	4050199	4052199
13890	CLEC3A	1	chr11	14038580	14040580
13891	E2F6	-1	chr3	97294099	97296099
13892		-1	chrZ	23332349	23334349
13893		-1	chr6	25192520	25194520
13894		1	chr9	5527445	5529445
13895		-1	chr18	327016	329016
13896	ACOT8	-1	chr20	10518982	10520982
13897	MSL1	1	chr27	7172982	7174982
13898	VAT1L	1	chr11	13980141	13982141
13899	CAMLG	-1	chr13	16415262	16417262
13900		1	chr15	3795790	3797790
13901		-1	chr33	6380329	6382329
13902	PLA2G12A	1	chr4	58134112	58136112
13903	SLC9A2	1	chr1	135298957	135300957
13904	FZD10	-1	chr15	3717110	3719110
13905		1	chr5	24436034	24438034
13906	GPR55	1	chr9	5507854	5509854
13907	SNX21	1	chr20	10512688	10514688
13908	GAS7	-1	chr18	310620	312620
13909	TRA2A	-1	chr2	31304603	31306603
13910		-1	chrZ	23289222	23291222
13911	DDX46	-1	chr13	16409679	16411679
13912	SVOPL	1	chr1	56353824	56355824
13913	SURF1	-1	chr17	7172719	7174719
13914		1	chr9	5483165	5485165
13915		-1	chr6	25192289	25194289
13916	PELI3	-1	chr3	10289340	10291340
13917		-1	chr28	3010419	3012419
13918	RCAN3	1	chr23	5901354	5903354
13919	VPS45	1	chr25	81452	83452
13920	ACACA	-1	chr19	8693146	8695146
13921	C5orf24	-1	chr13	16380816	16382816
13922		-1	chr5	24241495	24243495
13923	NR1D1	-1	chr27	7171281	7173281
13924	FKBP5	-1	chr26	94225	96225
13925	NUDT7	1	chr11	13959808	13961808
13926	VPS54	-1	chr3	10229406	10231406
13927		1	chr9	5474508	5476508
13928	TXNDC15	-1	chr13	16373813	16375813
13929	CHST1	1	chr5	24227252	24229252
13930	TNNC2	-1	chr20	10512737	10514737
13931	SLC35C1	-1	chr5	24206058	24208058
13932	ROCK2	-1	chr3	97270178	97272178
13933	PCBD2	-1	chr13	16368162	16370162
13934	TMEM259	-1	chr28	3000647	3002647
13935	QRICH1	1	chr12	12000723	12002723
13936		-1	chr25	73811	75811
13937	COMMD5	-1	chr4	16731302	16733302
13938	CFI	1	chr4	58119539	58121539
13939		-1	chr33	6365609	6367609
13940		1	chr5	58108069	58110069
13941	PAPD7	-1	chr2	79758138	79760138
13942		1	chr9	5469583	5471583
13943	SFR1	1	chr6	25146149	25148149
13944	TULP1	-1	chr26	73128	75128
13945	GRIN3B	1	chr28	2982283	2984283
13946	DOCK4	1	chr1	27161395	27163395
13947	IL18RAP	1	chr1	135227033	135229033
13948		1	chr11	13951741	13953741
13949		-1	chr33	6357287	6359287
13950	GAR1	-1	chr4	58120305	58122305
13951	TOMM70	-1	chr1	86010298	86012298
13952	SPG21	-1	chr10	18166727	18168727
13953	UBE2C	1	chr20	10506144	10508144
13954	PIWIL1	-1	chr15	3647097	3649097
13955	SLC66A3	1	chr3	97158702	97160702
13956	RIDA	-1	chr2	127396876	127398876
13957	COL6A2	1	chr7	6780466	6782466
13958	KCNF1	1	chr3	97007135	97009135
13959	WDR18	1	chr28	2969389	2971389
13960	ADAMTS18	-1	chr11	13862852	13864852
13961	WDR41	1	chrZ	23181990	23183990
13962	RPL7A	1	chr17	7163126	7165126
13963	LONRF3	-1	chr4	16706646	16708646
13964	CRY2	-1	chr5	24201831	24203831
13965	ATP6V0A4	1	chr1	56327182	56329182
13966		1	chr1	187112812	187114812
13967		1	chr20	10503843	10505843
13968	ARID3A	1	chr28	2947234	2949234
13969	OTP	1	chrZ	23136812	23138812
13970		-1	chr11	13061932	13063932
13971	RRH	-1	chr4	58112441	58114441
13972	DPYSL2	-1	chr22	646892	648892
13973		1	chr20	10500757	10502757
13974	ELP1	1	chrZ	70753484	70755484
13975		-1	chr11	12901183	12903183
13976	NIPAL3	1	chr23	5888688	5890688
13977		1	chr4	16630506	16632506
13978	PDIA6	-1	chr3	96943756	96945756
13979		1	chr2	79554107	79556107
13980	RBM14	1	chr33	6342647	6344647
13981	IL18R1	1	chr1	135203159	135205159
13982		-1	chr11	12897460	12899460
13983	RPL30	-1	chr2	127369732	127371732
13984	NECTIN4	-1	chr25	58088	60088
13985	KIAA1549	1	chr1	56170462	56172462
13986	PITX1	1	chr13	16305443	16307443
13987	MED24	-1	chr27	7149445	7151445
13988	R3HDM4	-1	chr28	2947196	2949196
13989		1	chr20	10489094	10491094
13990	GLP2R	1	chr18	151377	153377
13991	MED22	-1	chr17	7165164	7167164
13992	PROM2	-1	chr22	597992	599992
13993	AATF	1	chr19	8545244	8547244
13994	NIN	-1	chr5	58107170	58109170
13995	TBCA	1	chrZ	23084354	23086354
13996	PGRMC1	-1	chr4	16614220	16616220
13997	NIT2	1	chr1	85976410	85978410
13998	LRIT3	-1	chr4	58100247	58102247
13999	ANKDD1A	1	chr10	18141010	18143010
14000	ZNF277	-1	chr1	27142306	27144306
14001	WFDC2	1	chr20	10478911	10480911
14002	C1H11ORF54	-1	chr1	187114711	187116711
14003	SURF6	-1	chr17	7158407	7160407
14004	CSF3	1	chr27	7126854	7128854
14005		-1	chr25	32660	34660
14006	PRNP	-1	chr22	581857	583857
14007	LHX1	1	chr19	8534206	8536206
14008		1	chr4	16594601	16596601
14009	MATN2	1	chr2	127304455	127306455
14010	HIPK2	1	chr1	56019547	56021547
14011	ARHGAP30	-1	chr25	29413	31413
14012	GRHL3	1	chr23	5837055	5839055
14013	MRM1	1	chr19	8336869	8338869
14014	UGP2	1	chr3	10162256	10164256
14015	ADCY2	-1	chr2	79440729	79442729
14016	PCSK6	-1	chr10	18090172	18092172
14017		-1	chr18	148498	150498
14018	AP3B1	1	chrZ	22787927	22789927
14019		-1	chr4	16592149	16594149
14020	SAV1	-1	chr5	58053138	58055138
14021	LAPTM4B	1	chr2	127223485	127225485
14022	SLC25A43	-1	chr4	16581626	16583626
14023	PIF1	-1	chr8	19965159	19967159
14024	C5orf49	-1	chr2	79229716	79231716
14025	TBC1D2	-1	chrZ	70754882	70756882
14026	RASSF2	1	chr22	557503	559503
14027	USF1	-1	chr25	20242	22242
14028	CTNNBL1	-1	chr20	10468083	10470083
14029	SYNE1	-1	chr3	49530795	49532795
14030	DHRS11	1	chr19	8312206	8314206
14031	DHRS7C	1	chr18	116955	118955
14032	SLC25A5	-1	chr4	16563108	16565108
14033	SCAMP1	-1	chrZ	22759474	22761474
14034	TEAD3	-1	chr26	65837	67837
14035		1	chr18	11340653	11342653
14036	IGF2BP3	-1	chr2	31262400	31264400
14037	ST6GALNAC3	-1	chr8	19930919	19932919
14038	COL6A1	1	chr7	6739230	6741230
14039	QARS	1	chr12	11995116	11997116
14040		1	chr2	127177557	127179557
14041	IFRD1	-1	chr1	27068635	27070635
14042		-1	chr18	11332747	11334747
14043	FASTKD3	1	chr2	79208862	79210862
14044	MED16	-1	chr28	2940550	2942550
14045		1	chr2	127177199	127179199
14046	STEEP1	1	chr4	16550917	16552917
14047		-1	chr18	11317535	11319535
14048	LHFPL2	1	chrZ	22591888	22593888
14049		1	chr5	617428	619428
14050	TBC1D23	1	chr1	85944021	85946021
14051	LSMEM1	-1	chr1	27056263	27058263
14052	ST6GALNAC5	-1	chr8	19673054	19675054
14053		-1	chr18	11293920	11295920
14054		1	chr12	11993004	11995004
14055	MALSU1	1	chr2	31143532	31145532
14056	TMEM168	1	chr1	26944874	26946874
14057		-1	chr18	11261982	11263982
14058		1	chr1	85908571	85910571
14059	MAPK8IP1	-1	chr5	24178161	24180161
14060	VSTM2L	-1	chr20	10422917	10424917
14061	ZNF302	1	chr18	53593	55593
14062	ATP6V1C2	1	chr3	96907879	96909879
14063		1	chr18	11200372	11202372
14064	CORO2A	-1	chrZ	70731502	70733502
14065	UBE2A	-1	chr4	16552461	16554461
14066	SNRPA1	-1	chr10	18064217	18066217
14067	ARSB	1	chrZ	22500338	22502338
14068		-1	chr18	11094465	11096465
14069		-1	chr18	53380	55380
14070	CFD	1	chr28	2926050	2928050
14071		-1	chr23	5826643	5828643
14072		-1	chr18	10972550	10974550
14073		-1	chrZ	70412769	70414769
14074		1	chr18	41336	43336
14075	SMPD2	-1	chr26	44364	46364
14076	LINGO2	-1	chrZ	69263974	69265974
14077	DMGDH	1	chrZ	22450214	22452214
14078	TTI1	1	chr20	10399917	10401917
14079	IL22RA1	-1	chr23	5818061	5820061
14081	LLGL2	1	chr18	10890958	10892958
14082	MDH1	1	chr3	10129712	10131712
14083	PLPPR3	-1	chr28	2926579	2928579
14084	GPNMB	1	chr2	31125613	31127613
14085	MTRR	-1	chr2	79211008	79213008
14086		1	chr2	31116198	31118198
14088	WDPCP	-1	chr3	10131875	10133875
14089	NKRF	1	chr4	16531303	16533303
14090		1	chr2	31106848	31108848
14091		1	chr2	31071302	31073302
14092	BMT2	1	chr1	26907370	26909370
14093	MED17	-1	chr1	187108246	187110246
14094	OTX1	1	chr3	9982821	9984821
14095		1	chr2	31054887	31056887
14096		-1	chrZ	22452194	22454194
14098		1	chr1	85745772	85747772
14099		1	chr5	600721	602721
14100	ATL1	1	chr5	58014046	58016046
14101		1	chr12	11987500	11989500
14102	MYOM3	-1	chr23	5804872	5806872
14103		1	chr2	31037683	31039683
14104	GPR85	1	chr1	26815561	26817561
14105	JMY	-1	chrZ	22404480	22406480
14106	TSEN54	1	chr18	10879722	10881722
14107	SEMA5A	1	chr2	78653147	78655147
14108		-1	chr2	31023696	31025696
14109	SELENOS	-1	chr10	18060084	18062084
14110	C9orf72	-1	chrZ	68933625	68935625
14111	NOL10	-1	chr3	96904691	96906691
14112	PPP1R3A	1	chr1	26500864	26502864
14113	SLC23A2	1	chr22	499884	501884
14114	VSTM5	1	chr1	187081454	187083454
14116	CDH8	1	chr11	12822210	12824210
14117	HOMER1	1	chrZ	22239849	22241849
14118	PSMD3	1	chr27	7120028	7122028
14119	GGNBP2	1	chr19	8294186	8296186
14120	PIGK	1	chr8	19532793	19534793
14121	MCHR1	1	chr18	10868597	10870597
14122		1	chr10	18046567	18048567
14123	RPRD1B	-1	chr20	10402171	10404171
14125	H2AFY	1	chr13	16114566	16116566
14126	PEX16	1	chr5	24154325	24156325
14127	LBFABP	-1	chr23	5779203	5781203
14128	EGF	-1	chr4	58080491	58082491
14129	MOB3B	-1	chrZ	68871648	68873648
14130	CHSY1	-1	chr10	18044858	18046858
14131		-1	chr1	26239455	26241455
14132	MAP4K5	-1	chr5	58008557	58010557
14133	ESR1	1	chr3	49051964	49053964
14134	EHBP1	1	chr3	9786249	9788249
14135	CPQ	1	chr2	126882461	126884461
14136	PIGW	1	chr19	8288810	8290810
14137		-1	chr2	31001097	31003097
14138	IL1RL1	1	chr1	135174641	135176641
14139	CASKIN2	-1	chr18	10861578	10863578
14140	SRSF10	-1	chr23	5774220	5776220
14142		1	chr1	187059746	187061746
14143	NEUROG1	1	chr13	16053690	16055690
14145	TMEM17	-1	chr3	9733446	9735446
14147	TBXAS1	-1	chr1	55990181	55992181
14148	USP19	1	chr12	11967308	11969308
14149		1	chr1	135136719	135138719
14150	LRRK1	1	chr10	17913116	17915116
14151	ELOVL6	1	chr4	57920323	57922323
14152	CDKL1	-1	chr5	57947538	57949538
14153	MYO19	-1	chr19	8290252	8292252
14154	TGM2	1	chr20	10365591	10367591
14155	PNRC2	1	chr23	5757073	5759073
14156	TENT2	-1	chrZ	22214446	22216446
14157	SEPT6	1	chr4	16505526	16507526
14158	RIMBP2	1	chr15	3504969	3506969
14159	CNR2	-1	chr23	5754330	5756330
14160		1	chr7	6710366	6712366
14161	NUP42	1	chr2	30975906	30977906
14162	ODC1	-1	chr3	96788676	96790676
14164	ATPSCKMT	1	chr2	78411619	78413619
14165	ST6GAL1	1	chr9	5410061	5412061
14166	AK5	-1	chr8	19518959	19520959
14167		-1	chrZ	22173992	22175992
14168	KIAA1755	1	chr20	10350601	10352601
14169	TMEM94	1	chr18	10790477	10792477
14170	TMEM230	1	chr22	482296	484296
14171	CXCL14	1	chr13	16033274	16035274
14173	LARGE2	-1	chr5	24151840	24153840
14174	CHURC1	-1	chr5	574129	576129
14176	B3GNT2	1	chr3	9674895	9676895
14177	ZZZ3	1	chr8	19373098	19375098
14178	SDC2	1	chr2	126815623	126817623
14179		1	chr12	11953257	11955257
14180		-1	chr20	10348637	10350637
14181	TM4SF1a	1	chr1	187040106	187042106
14183	CA4	-1	chr19	8262292	8264292
14184		1	chr12	11949566	11951566
14186	MICAL1	1	chr26	30472	32472
14187	RAB15	1	chr5	565698	567698
14188	CDK5RAP1	-1	chr20	10342498	10344498
14189	FUCA1	-1	chr23	5752219	5754219
14190	RPL39L	1	chr4	16499943	16501943
14191	USP33	1	chr8	19330099	19332099
14192		-1	chr5	566539	568539
14193	ATP5S	1	chr5	57932495	57934495
14194	IL1R1	1	chr1	135109321	135111321
14195	GRB2	-1	chr18	10779489	10781489
14196	ADIPOQ	-1	chr9	5403001	5405001
14197	SLC25A48	-1	chr13	15976071	15978071
14198	GSDMA	1	chr27	7116247	7118247
14199	PCNA	1	chr22	477244	479244
14200		1	chr13	15952499	15954499
14201	COMMD1	1	chr3	9590855	9592855
14202	ZNHIT3	1	chr19	8236202	8238202
14203	SLC19A1	-1	chr7	6687383	6689383
14204		-1	chr17	7154369	7156369
14205	CDH11	1	chr11	12117542	12119542
14206	HEPHL1	-1	chr1	187029048	187031048
14207	ORMDL3	1	chr27	7107347	7109347
14208	MAX	1	chr5	557554	559554
14209	L2HGDH	-1	chr5	57934479	57936479
14210	MIGA1	-1	chr8	19332508	19334508
14211	FOXP2	-1	chr1	26110344	26112344
14212	COPS9	1	chr9	5391246	5393246
14213	CCDC170	1	chr3	49018941	49020941
14214	LAMB2	1	chr12	11946005	11948005
14215	RAN	-1	chr15	3487600	3489600
14216	PARP12	1	chr1	55731219	55733219
14217	IL1R2	1	chr1	135052623	135054623
14218	UPF3B	1	chr4	16492367	16494367
14219	SOS2	-1	chr5	57917081	57919081
14220	SLC25A19	-1	chr18	10738621	10740621
14221	PANX1	-1	chr1	186995037	186997037
14222	TEK	1	chrZ	68764290	68766290
14223	OTOS	1	chr9	5384181	5386181
14224		1	chr19	8167951	8169951
14225	ALDH1A3	1	chr10	17873705	17875705
14226	PTDSS1	1	chr2	126736655	126738655
14227		-1	chr4	58003975	58005975
14228	MDFIC	-1	chr1	25955951	25957951
14230	CCDC71	1	chr12	11936358	11938358
14231	ARMT1	1	chr3	48994728	48996728
14232		-1	chr5	57866374	57868374
14233	KLHL7	1	chr2	30951026	30953026
14234		1	chr20	10323021	10325021
14235	NDUFA1	-1	chr4	16494113	16496113
14237	GBGT1	-1	chr17	7137248	7139248
14238	CCS	1	chr33	6340342	6342342
14239	TRPM2	-1	chr9	5380854	5382854
14240	UNC93B1	1	chr5	553688	555688
14241		-1	chr5	57869575	57871575
14242		-1	chr17	7108362	7110362
14243		-1	chr12	11935530	11937530
14244		-1	chr5	549510	551510
14245	IL9	-1	chr13	15957612	15959612
14246	ENPEP	-1	chr4	57859115	57861115
14247		-1	chrZ	68738470	68740470
14249	GPR83	1	chr1	186956523	186958523
14250	ARF6	1	chr5	57849511	57851511
14251	AKAP14	-1	chr4	16491587	16493587
14252		1	chr20	10308828	10310828
14253	KLHDC8B	-1	chr12	11930527	11932527
14254	HPCAL1	1	chr3	96719220	96721220
14255	MIF4GD	-1	chr18	10730032	10732032
14256	NEXN	-1	chr8	19285928	19287928
14258	MTX3	1	chrZ	22056069	22058069
14259	UBE2G2	1	chr9	5334965	5336965
14260	RMND1	-1	chr3	48994506	48996506
14261	THRA	1	chr27	7104163	7106163
14262	CDH5	-1	chr11	11547898	11549898
14263	PITX2	1	chr4	57783049	57785049
14264	ASB7	1	chr10	17778254	17780254
14265	CCT5	-1	chr2	78413636	78415636
14266		1	chr26	21573	23573
14267		-1	chr33	6343077	6345077
14268	MTERF3	-1	chr2	126739489	126741489
14269	TFEC	1	chr1	25365737	25367737
14270	SUMO3	1	chr9	5332603	5334603
14271	PHF21A	1	chr5	24005734	24007734
14272	ZBTB2	-1	chr3	48969226	48971226
14273	BEAN1	-1	chr11	11501923	11503923
14274	FAM241A	-1	chr4	57223543	57225543
14275		1	chr33	6336301	6338301
14276	GTF3C5	1	chr17	7078383	7080383
14277	SBK2	1	chr2	78377456	78379456
14278		-1	chr12	11924857	11926857
14279	APPBP2	1	chr19	8125010	8127010
14280	RRM2	1	chr3	96514161	96516161
14281	NKAPL	1	chr4	16481184	16483184
14282	SPIC	-1	chr1	55729543	55731543
14283		1	chr7	6620422	6622422
14284	HMGCL	-1	chr23	5747633	5749633
14285		-1	chr5	553657	555657
14286	CDS2	-1	chr22	478794	480794
14287	AKAP12	1	chr3	48925874	48927874
14288		-1	chr11	11459727	11461727
14289	NAA20	1	chr7	36708534	36710534
14290	AP1AR	-1	chr4	57199844	57201844
14291	ZBTB33	-1	chr4	16483164	16485164
14292		-1	chr33	6336644	6338644
14293		-1	chr5	539146	541146
14294	PPM1D	-1	chr19	8120568	8122568
14295	ZPBP2	1	chr27	7091740	7093740
14296	FBXL21	-1	chr13	15932584	15934584
14297	CRELD1	1	chr12	11894868	11896868
14298	CREB3L1	-1	chr5	23975322	23977322
14299	MTHFD1L	1	chr3	48741409	48743409
14300	THBS4	-1	chrZ	22053757	22055757
14301		1	chr12	11890295	11892295
14302		-1	chr33	6321636	6323636
14303	TIFA	1	chr4	57169232	57171232
14304	NDUFS8	-1	chr5	536046	538046
14305	KLF11	1	chr3	96484784	96486784
14306	CEL	1	chr17	7071100	7073100
14307	GALE	-1	chr23	5744336	5746336
14308	TMEM255A	1	chr4	16448061	16450061
14309	IKZF3	-1	chr27	7091251	7093251
14310	CMSS1	-1	chr1	85945887	85947887
14311	UQCRB	-1	chr2	126720504	126722504
14312	PTBP1	1	chr28	2890257	2892257
14313	ALPK1	-1	chr4	57167350	57169350
14314		1	chr9	5326488	5328488
14315	TCIRG1	-1	chr5	533211	535211
14316	PLEKHG1	1	chr3	48622388	48624388
14317	SIPA1	1	chr33	6307065	6309065
14318		1	chr2	78354446	78356446
14319	GDF6	-1	chr2	126686707	126688707
14320	LINS1	-1	chr10	17779753	17781753
14321	JAGN1	1	chr12	11886868	11888868
14322	TES	-1	chr1	25342793	25344793
14323	AHR2	1	chr7	6596426	6598426
14324	DGKG	-1	chr9	5318084	5320084
14325		1	chr5	512261	514261
14326		1	chr4	57117097	57119097
14327		1	chr12	11883119	11885119
14328		-1	chr5	510343	512343
14329	MRPS7	1	chr18	10715881	10717881
14330	CAV2	-1	chr1	25231414	25233414
14331		1	chr2	78325059	78327059
14332	CERS3	-1	chr10	17767097	17769097
14333	LECT2	1	chr13	15911090	15913090
14334	MARCHF7	1	chr7	36681240	36683240
14335	BCAS3	-1	chr19	8098869	8100869
14336	IYD	1	chr3	48528509	48530509
14337	GFI1B	1	chr17	7051328	7053328
14338	OR8D4	-1	chr5	506771	508771
14339		1	chr12	11883083	11885083
14340		1	chr4	57113080	57115080
14341	PPP1R14C	1	chr3	48422045	48424045
14342	OLFR4	-1	chr5	498546	500546
14343	ADGRD1	-1	chr15	3473621	3475621
14344		-1	chr1	85718966	85720966
14345	ATP1B4	-1	chr4	16448493	16450493
14346	CAV1	-1	chr1	25216271	25218271
14347		-1	chr17	7041507	7043507
14348		-1	chr28	2891890	2893890
14349	CFAP418	-1	chr2	126392868	126394868
14350	LYPLA2	1	chr23	5731965	5733965
14351	TGFBI	-1	chr13	15893088	15895088
14352	NAA40	-1	chr33	6305520	6307520
14353	TK2	1	chr11	11440871	11442871
14354		-1	chr5	489264	491264
14355		-1	chr1	25189414	25191414
14356	LRP11	-1	chr3	48368306	48370306
14357		1	chr4	57096782	57098782
14358	FEN1	1	chr5	486087	488087
14359	ETV5	-1	chr9	5299258	5301258
14360	ARPC4	1	chr12	11879166	11881166
14361	TBX2	-1	chr19	7786908	7788908
14362		-1	chr17	7027504	7029504
14363		1	chr28	2863117	2865117
14364	NEMF	-1	chr5	57844116	57846116
14365	NDUFA10	-1	chr7	6593641	6595641
14366	IFT74	1	chrZ	68724464	68726464
14367	TADA3	-1	chr12	11881077	11883077
14368	PITHD1	1	chr23	5730084	5732084
14369	PLEKHF2	1	chr2	126346498	126348498
14370	MIEN1	-1	chr27	7056891	7058891
14371	CKLF	-1	chr11	11442802	11444802
14372	ADAMTS17	-1	chr10	17715273	17717273
14373	MRE11	1	chr1	186933468	186935468
14374	CAMK1	-1	chr12	11877807	11879807
