name	length	avg_phastCons	coverage	std
cCREs349108	552	0.114393	1.0	0.23935
cCREs349396	1001	0.115646	1.0	0.177664
cCREs349462	501	0.115365	1.0	0.156784
cCREs349709	546	0.541625	1.0	0.469758
cCREs349710	501	0.197037	1.0	0.367064
cCREs349870	501	0.262088	1.19561	0.240943
cCREs349908	501	0.0559993	1.2016	0.151506
cCREs349990	560	0.0240591	1.0	0.0584958
cCREs350530	501	0.0881773	1.0	0.216162
cCREs351026	501	0.0428549	1.0	0.114536
cCREs351045	701	0.422401	1.0	0.477692
cCREs351526	501	0.0626605	1.11577	0.151916
cCREs351790	501	0.20565	1.09381	0.256779
cCREs351806	527	0.188296	1.1575	0.279637
cCREs351991	501	0.174497	0.93014	0.185247
cCREs352000	501	0.0452092	1.05788	0.09587
cCREs352003	538	0.0486137	1.00743	0.181929
cCREs353188	501	0.234122	1.1018	0.385254
cCREs353863	971	0.046232	0.980433	0.146768
cCREs354027	501	0.0427697	1.22156	0.136252
cCREs354035	501	0.0565693	1.0	0.164007
cCREs354188	501	0.0878168	1.0	0.234662
cCREs354242	501	0.524179	1.13573	0.480918
cCREs356244	524	0.0529566	1.0	0.117763
cCREs356263	554	0.18006	1.0	0.361782
cCREs357367	501	0.171309	1.04391	0.164567
cCREs357632	983	0.0869802	1.11495	0.232793
cCREs357637	501	0.00807815	1.1018	0.0271065
cCREs357767	586	0.0730519	1.04437	0.199648
cCREs357769	501	0.0531056	1.0	0.180506
cCREs357902	822	0.370458	1.18613	0.437498
cCREs357954	742	0.361284	1.0	0.432958
cCREs357999	501	0.0259788	1.0	0.10157
cCREs358148	501	0.531511	1.0	0.433809
cCREs358338	610	0.0544706	1.13607	0.168585
cCREs358373	501	0.263015	1.0	0.376978
cCREs358379	671	0.0992638	1.0	0.242712
cCREs358414	501	0.0325366	1.0	0.131777
cCREs358429	501	0.109021	1.0	0.250988
cCREs358485	501	0.180839	1.0	0.340519
cCREs358530	501	0.0109283	1.07186	0.044264
cCREs358717	535	0.0432	1.0	0.0961089
cCREs359603	603	0.217376	1.14428	0.224104
cCREs359719	501	0.529014	1.0	0.456951
cCREs360058	501	0.187522	1.0	0.353313
cCREs360145	501	0.0319546	1.0	0.109197
cCREs360478	501	0.0330877	1.0	0.122836
cCREs360484	845	0.483855	1.02959	0.466839
cCREs360486	757	0.564487	1.2074	0.440148
cCREs360492	501	0.541169	1.0	0.478043
cCREs360507	501	0.234239	1.0	0.397693
cCREs361370	501	0.014449	1.05788	0.0531963
cCREs362210	501	0.258275	1.0	0.403153
cCREs363568	501	0.349841	1.23952	0.426267
cCREs363573	501	0.105386	1.0	0.139892
cCREs363589	551	0.39582	1.0	0.433161
cCREs363590	501	0.153333	1.0	0.145314
cCREs363738	535	0.114144	0.921495	0.287417
cCREs363740	501	0.0468562	1.15768	0.134318
cCREs365332	501	0.0647866	1.0	0.071621
cCREs365366	501	0.174945	1.0	0.181145
cCREs365485	569	0.212269	1.0	0.208416
cCREs365543	501	0.197857	1.07984	0.357017
cCREs365572	501	0.123012	1.0	0.239085
cCREs365690	882	0.615061	1.0	0.452894
cCREs365885	501	0.237519	1.24351	0.301664
cCREs365903	501	0.460469	1.0	0.439696
cCREs365914	798	0.0546759	1.0	0.163162
cCREs365923	713	0.172203	1.21459	0.313025
cCREs365929	631	0.249154	1.03803	0.36316
cCREs366088	501	0.151868	0.820359	0.154093
cCREs366093	501	0.30564	0.888224	0.325708
cCREs366598	501	0.131458	1.2016	0.257025
cCREs366758	501	0.0880228	1.0	0.0888335
cCREs366774	840	0.193788	1.07262	0.218789
cCREs366918	501	0.0135548	1.1018	0.0480793
cCREs367058	545	0.0714707	1.15046	0.107617
cCREs367060	501	0.450776	1.1517	0.357447
cCREs367282	501	0.292625	1.06587	0.435151
cCREs367331	882	0.0791013	1.15306	0.169591
cCREs367360	816	0.175461	1.0	0.346412
cCREs367507	564	0.194376	1.0	0.355681
cCREs367578	501	0.0895569	0.982036	0.122159
cCREs367637	591	0.164531	1.0	0.347545
cCREs367716	646	0.0726232	1.10217	0.106605
cCREs367720	520	0.340189	1.06538	0.398545
cCREs367755	834	0.0820515	1.06475	0.245947
cCREs368244	501	0.00513628	1.0	0.0133106
cCREs368282	501	0.0832466	1.11577	0.227053
cCREs368414	692	0.0872778	0.943642	0.181858
cCREs368489	501	0.485283	1.0	0.464755
cCREs368500	678	0.385292	1.0	0.454286
cCREs368765	501	0.165699	1.0	0.277401
cCREs369230	501	0.230512	1.0	0.380184
cCREs369252	501	0.189411	1.0	0.289365
cCREs369393	501	0.179191	1.20758	0.340966
cCREs369563	598	0.208915	1.0	0.334614
cCREs369570	501	0.0567853	1.09381	0.127041
cCREs369588	501	0.0975084	1.24351	0.250969
cCREs369642	501	0.0946566	1.15768	0.28549
cCREs369671	523	0.0255782	1.0	0.0975513
cCREs369762	526	0.127697	1.173	0.293553
cCREs369964	501	0.285981	1.0	0.260528
cCREs369973	606	0.096765	1.12211	0.253706
cCREs369975	501	0.166312	1.0519	0.198616
cCREs370920	501	0.399416	1.21557	0.389591
cCREs372169	501	0.360405	1.18762	0.432709
cCREs372187	620	0.0768434	1.0	0.159747
cCREs372210	501	0.072932	1.23752	0.235237
cCREs372299	501	0.418442	0.97006	0.389045
cCREs372303	501	0.148174	1.24351	0.287021
cCREs372677	501	0.307971	1.0	0.424207
cCREs372680	501	0.0523816	1.0	0.154203
cCREs372887	529	0.0739773	1.0	0.205514
cCREs373117	501	0.137852	1.0	0.304746
cCREs373333	836	0.215125	1.0	0.376215
cCREs373547	520	0.0807859	1.15	0.130699
cCREs373890	501	0.141523	0.966068	0.156819
cCREs374008	501	0.0190686	1.0	0.0384956
cCREs374035	501	0.174986	1.07984	0.203992
cCREs374093	532	0.110178	1.0	0.300059
cCREs374290	501	0.0910586	1.02196	0.186052
cCREs374596	501	0.0661258	1.0	0.195982
cCREs374604	501	0.156921	1.13573	0.162348
cCREs374711	501	0.363743	1.12974	0.450839
cCREs374712	501	0.0932736	1.12974	0.250048
cCREs374713	879	0.575078	1.00796	0.462218
cCREs374717	725	0.194723	0.969655	0.360409
cCREs374725	501	0.131838	1.20758	0.293133
cCREs374731	852	0.198306	1.0	0.350402
cCREs374760	501	0.0244912	1.0	0.06513
cCREs374868	501	0.0521243	1.0	0.163334
cCREs375027	673	0.0654028	1.0	0.0898394
cCREs375406	501	0.135848	1.0	0.26265
cCREs375410	501	0.0474456	1.0	0.143134
cCREs375456	501	0.108781	0.996008	0.25328
cCREs375570	539	0.0408234	1.05009	0.133322
cCREs375612	501	0.0442622	1.0	0.120936
cCREs375933	501	0.0478893	1.0	0.118814
cCREs376009	715	0.118499	1.15105	0.260705
cCREs376012	525	0.316967	1.15048	0.433088
cCREs377248	631	0.133765	1.04279	0.218061
cCREs377578	501	0.157705	1.2016	0.297804
cCREs377800	501	0.135933	1.0	0.29795
cCREs377877	501	0.185983	1.0	0.340321
cCREs378125	501	0.127497	1.0	0.233466
cCREs378941	501	0.307129	1.0	0.43442
cCREs378942	501	0.0616411	1.0	0.197349
cCREs380454	501	0.0227237	1.0519	0.07227
cCREs380524	501	0.165708	1.19361	0.295045
cCREs381038	560	0.155883	1.12143	0.325792
cCREs381041	501	0.23554	1.0	0.364271
cCREs381042	689	0.0355925	1.0	0.0780029
cCREs381053	537	0.199262	1.16574	0.365482
cCREs381054	501	0.0740043	1.16567	0.219119
cCREs381055	501	0.0649504	1.0	0.184871
cCREs381057	501	0.0188568	1.0	0.0410998
cCREs381061	501	0.0100089	1.06587	0.0404665
cCREs381063	528	0.451865	1.07197	0.468874
cCREs381206	501	0.00626976	1.08583	0.0313537
cCREs382357	501	0.0169595	1.12176	0.0580737
cCREs382570	501	0.0341716	1.07984	0.121126
cCREs382628	501	0.239181	0.984032	0.174599
cCREs383059	1409	0.111882	1.09865	0.166731
cCREs383373	501	0.0252751	1.17166	0.0849928
cCREs383382	501	0.0777982	1.0	0.167846
cCREs383385	1026	0.116285	1.0	0.285533
cCREs383812	501	0.122145	1.22954	0.259038
cCREs383888	501	0.0199544	1.0	0.072364
cCREs383919	756	0.0999701	1.0	0.130284
cCREs384680	501	0.239085	1.0	0.228544
cCREs384808	988	0.171427	1.01518	0.247081
cCREs385990	620	0.11787	1.0	0.274198
cCREs385994	1160	0.106615	1.07931	0.253368
cCREs386035	501	0.0503356	1.08583	0.162104
cCREs386040	554	0.0654386	1.0	0.187169
cCREs386050	501	0.0141862	1.04391	0.0523011
cCREs386060	501	0.0139676	1.0	0.0812498
cCREs386061	501	0.10081	1.0	0.254845
cCREs386144	793	0.052722	1.0	0.175678
cCREs386324	727	0.0886741	1.08941	0.141493
cCREs387002	501	0.103258	1.0	0.188204
cCREs387007	857	0.0900374	1.04317	0.12042
cCREs387010	944	0.152441	1.0	0.260677
cCREs387012	501	0.298334	1.0	0.330661
cCREs387015	501	0.0617072	1.11577	0.18871
cCREs387404	501	0.203965	1.05788	0.210996
cCREs388284	508	0.481328	1.0	0.453498
cCREs388285	501	0.351203	1.0	0.430879
cCREs388292	501	0.106453	1.0	0.140093
cCREs388297	501	0.127632	1.16168	0.176512
cCREs388298	827	0.00994711	1.0	0.034134
cCREs388384	501	0.0552848	0.984032	0.0780733
cCREs388389	501	0.0375518	1.0	0.144687
cCREs388832	501	0.378537	1.0	0.462164
cCREs388958	501	0.114426	1.12176	0.281092
cCREs389112	501	0.176485	1.00798	0.241947
cCREs389169	501	0.0202443	1.0	0.0345791
cCREs389288	501	0.214457	1.22156	0.18691
cCREs389290	501	0.0911915	1.16567	0.126295
cCREs389320	501	0.0956911	1.0	0.229331
cCREs389321	501	0.0276488	1.0	0.0545737
cCREs390850	501	0.171842	1.0	0.29668
cCREs390853	690	0.300854	1.17246	0.417934
cCREs391152	501	0.187402	0.968064	0.20343
cCREs391281	501	0.117732	1.00798	0.292069
cCREs391423	501	0.0494679	1.0	0.158781
cCREs391468	501	0.724243	1.0	0.410428
cCREs391469	651	0.819852	1.17204	0.349681
cCREs391514	776	0.0544479	1.0	0.101046
cCREs391598	501	0.0987076	1.0	0.191134
cCREs391669	501	0.0509128	0.97006	0.0975265
cCREs391760	518	0.0470462	1.22973	0.134337
cCREs391825	501	0.0797105	1.0	0.186941
cCREs391826	501	0.272674	1.0	0.366453
cCREs392083	506	0.233658	1.21542	0.365002
cCREs392245	501	0.394025	1.0	0.406601
cCREs392256	501	0.404185	1.19361	0.462071
cCREs392257	501	0.37152	1.18962	0.441981
cCREs392349	501	0.103693	1.0	0.215089
cCREs392383	646	0.0250248	1.0	0.0957944
cCREs392451	501	0.136079	1.01796	0.169533
cCREs392569	592	0.105331	1.0	0.294358
cCREs392820	501	0.11986	1.05788	0.291018
cCREs393012	501	0.224539	1.0	0.373306
cCREs393156	501	0.120082	1.22954	0.253188
cCREs393245	501	0.241087	1.1517	0.384302
cCREs393256	501	0.0379431	1.0	0.111586
cCREs393564	527	0.070482	1.05123	0.154098
cCREs393567	501	0.206515	1.0519	0.349313
cCREs394220	501	0.0100562	1.23752	0.0352328
cCREs394474	501	0.457218	1.19361	0.445703
cCREs394484	716	0.0709641	1.21508	0.204109
cCREs394486	705	0.102391	1.05816	0.193129
cCREs394505	501	0.0739528	1.07984	0.20953
cCREs394526	501	0.150795	1.09381	0.313406
cCREs394538	893	0.282371	1.0	0.377652
cCREs394541	668	0.0728451	1.0	0.195902
cCREs394557	501	0.10927	1.14371	0.120524
cCREs394705	524	0.0460454	1.21565	0.111274
cCREs394985	501	0.832688	1.0	0.35825
cCREs394990	501	0.735024	1.0	0.406651
cCREs395038	501	0.081093	1.0	0.178858
cCREs395114	535	0.347929	1.17196	0.44238
cCREs395154	797	0.0786839	1.20075	0.218587
cCREs395366	501	0.246084	1.15768	0.408358
cCREs395367	559	0.028833	1.15742	0.11303
cCREs397096	501	0.40729	1.0	0.449775
cCREs397338	501	0.271567	1.0	0.399256
cCREs398025	501	0.00584121	1.01597	0.0252129
cCREs398036	501	0.0926181	1.0	0.144729
cCREs398048	501	0.109462	1.0	0.293399
cCREs399182	501	0.0511139	1.0	0.12142
cCREs399192	501	0.159191	1.17166	0.317786
cCREs399197	501	0.26833	1.17166	0.39919
cCREs399376	501	0.578672	1.15768	0.347158
cCREs399397	501	0.130009	1.12974	0.299506
cCREs399417	501	0.20103	1.0	0.177286
cCREs399426	773	0.156781	1.12937	0.304625
cCREs399428	501	0.240467	1.0519	0.401159
cCREs399436	501	0.124292	1.0	0.113602
cCREs399572	501	0.272287	1.0	0.410672
cCREs399592	501	0.271996	1.19361	0.417463
cCREs399971	501	0.212788	1.07186	0.282958
cCREs399983	501	0.0846009	1.23752	0.198699
cCREs400866	505	0.18366	1.0	0.346871
cCREs400951	622	0.147803	1.0	0.314282
cCREs400959	501	0.217395	1.24351	0.377023
cCREs401042	558	0.306073	1.0	0.419426
cCREs401046	501	0.285446	1.14371	0.42499
cCREs401080	574	0.2189	1.0	0.224775
cCREs401081	501	0.0386468	1.0	0.149636
cCREs401122	501	0.0662473	1.0	0.22763
cCREs401606	501	0.204344	1.20758	0.360767
cCREs401688	501	0.372903	1.24351	0.46642
cCREs401832	648	0.315612	1.0	0.212477
cCREs401869	501	0.18242	1.0	0.337755
cCREs401890	501	0.189089	1.0	0.20988
cCREs401938	517	0.150959	1.0	0.316566
cCREs402020	501	0.0226363	1.0	0.0312819
cCREs402045	501	0.163164	1.24351	0.317508
cCREs402263	547	0.349987	1.0	0.431688
cCREs402267	501	0.117564	1.0	0.281957
cCREs402274	501	0.487628	1.0	0.466779
cCREs403050	501	0.138694	1.0	0.161133
cCREs404037	501	0.281157	1.0	0.398265
cCREs404038	616	0.15674	1.05844	0.286289
cCREs404046	501	0.0122139	1.0	0.0575088
cCREs404051	501	0.0230713	1.0	0.0559614
cCREs404081	501	0.196464	1.0	0.358034
cCREs404084	669	0.0941424	1.04335	0.168601
cCREs404087	501	0.308514	1.0	0.309787
cCREs404089	793	0.103547	1.05801	0.104676
cCREs404102	563	0.193498	1.0	0.359072
cCREs404111	661	0.215521	1.0	0.312443
cCREs404224	859	0.0355325	1.0	0.14307
cCREs404367	501	0.195287	1.0	0.247576
cCREs404413	501	0.721093	1.0	0.404147
cCREs404512	1066	0.193834	1.0	0.338175
cCREs404811	564	0.630704	1.16489	0.415241
cCREs404958	946	0.0767762	0.972516	0.086609
cCREs404985	501	0.105116	1.0	0.251275
cCREs404996	501	0.0551075	1.0	0.0581908
cCREs404998	509	0.127165	1.20039	0.19046
cCREs405250	623	0.338972	1.20867	0.430529
cCREs405562	501	0.0365246	1.0	0.119784
cCREs405592	501	0.289957	1.14371	0.28261
cCREs406068	915	0.139655	1.0	0.188853
cCREs406156	501	0.340526	1.05788	0.373218
cCREs406210	501	0.0593089	1.0	0.102941
cCREs406402	645	0.231833	1.0155	0.383712
cCREs406587	573	0.164031	0.806283	0.204376
cCREs406706	501	0.0256697	1.0	0.129594
cCREs406721	858	0.194175	1.0	0.343529
cCREs406785	501	0.211862	1.0	0.385095
cCREs406819	501	0.170613	1.11577	0.209237
cCREs406852	501	0.519122	1.0	0.450619
cCREs406905	501	0.137556	1.0	0.202922
cCREs406910	538	0.11898	0.871747	0.28533
cCREs406940	501	0.473533	1.0	0.321359
cCREs407190	598	0.0759546	1.20067	0.222799
cCREs407194	631	0.0482068	1.0	0.165587
cCREs407225	501	0.504044	1.01597	0.464106
cCREs407321	501	0.171957	1.17964	0.355165
cCREs407327	501	0.618576	1.17964	0.43154
cCREs407360	659	0.235802	1.02731	0.368184
cCREs407580	501	0.0212053	0.98004	0.0447147
cCREs408035	501	0.518543	1.0	0.408946
cCREs408273	572	0.0868747	1.0	0.120351
cCREs408282	575	0.0380129	1.0	0.158442
cCREs408986	501	0.0185709	1.1018	0.0297462
cCREs409104	501	0.0840905	1.11577	0.243676
cCREs409365	501	0.404935	1.02994	0.343496
cCREs409366	501	0.31938	1.02994	0.435212
cCREs409477	501	0.401258	1.0	0.471102
cCREs409479	501	0.293098	1.16567	0.429213
cCREs409482	501	0.0178601	1.16567	0.106654
cCREs409489	1087	0.168818	0.853726	0.201414
cCREs409563	581	0.0636122	1.21515	0.216331
cCREs409565	501	0.122761	1.002	0.232315
cCREs411079	501	0.644488	1.0	0.466146
cCREs411545	501	0.0301969	1.0	0.0844186
cCREs411560	672	0.0457028	1.0	0.157357
cCREs411570	982	0.0730585	1.10081	0.138784
cCREs411579	501	0.171441	1.0	0.315022
cCREs411582	501	0.00541966	1.0998	0.0155606
cCREs411967	511	0.0342406	1.0	0.128327
cCREs411988	501	0.366284	1.0	0.203364
cCREs412336	501	0.0246045	0.824351	0.0695352
cCREs412346	501	0.0420774	0.974052	0.133242
cCREs412570	607	0.00370004	1.0	0.0117902
cCREs412887	501	0.108304	1.05788	0.250475
cCREs412936	501	0.0227773	1.0	0.0990821
cCREs412938	646	0.0504395	1.0	0.172172
cCREs413562	876	0.543397	1.0	0.45198
cCREs413614	501	0.364947	1.0	0.446794
cCREs413639	501	0.0850078	1.23752	0.217107
cCREs415176	501	0.116837	0.876248	0.223767
cCREs415267	550	0.0648494	1.0	0.176888
cCREs415280	671	0.0754453	1.20715	0.178282
cCREs415533	703	0.379939	1.0	0.466362
cCREs415604	501	0.113672	1.17964	0.267366
cCREs415654	501	0.109841	1.2016	0.298342
cCREs415662	501	0.0633989	1.0	0.197778
cCREs415719	501	0.0721176	1.0	0.231749
cCREs416006	1032	0.261113	0.956395	0.346402
cCREs416290	501	0.162116	1.0	0.227116
cCREs416376	569	0.0860156	1.08612	0.185692
cCREs416721	501	0.0491199	1.15768	0.140956
cCREs416920	780	0.42865	1.15769	0.43685
cCREs416947	628	0.122971	1.0	0.246684
cCREs416963	501	0.0508455	1.0	0.138672
cCREs417033	526	0.110876	1.0	0.238634
cCREs417116	558	0.0901967	1.17204	0.183415
cCREs417759	501	0.355072	1.0	0.418728
cCREs418450	501	0.0251344	1.05788	0.0986003
cCREs418501	745	0.567948	1.07919	0.447215
cCREs418831	501	0.166782	1.15768	0.277894
cCREs419009	770	0.18457	1.0	0.356012
cCREs419019	501	0.0902329	1.1517	0.23457
cCREs419028	881	0.220721	1.16459	0.378916
cCREs419114	501	0.106782	1.16766	0.236139
cCREs419212	695	0.421657	0.96259	0.459282
cCREs419299	501	0.038349	1.0	0.148486
cCREs419425	501	0.263507	1.23752	0.398009
cCREs419546	501	0.322624	1.08583	0.423112
cCREs419825	501	0.334306	1.0	0.341843
cCREs419884	501	0.0755866	1.24351	0.230696
cCREs420006	501	0.0670621	1.0	0.193118
cCREs420030	642	0.23495	1.09346	0.365535
cCREs420436	501	0.108814	1.19361	0.27244
cCREs420591	501	0.270196	1.07186	0.238804
cCREs420652	969	0.232089	1.0	0.373756
cCREs421898	501	0.179709	1.12176	0.360661
cCREs422473	891	0.137559	1.00673	0.238339
cCREs422514	501	0.147678	1.0	0.230812
cCREs422759	674	0.0341783	1.24332	0.0968111
cCREs422767	505	0.432165	1.15842	0.320166
cCREs422772	501	0.0689065	1.0	0.169322
cCREs422866	501	0.00447692	1.0	0.0114712
cCREs423298	808	0.146322	0.945545	0.227567
cCREs423531	501	0.0761033	1.12176	0.207581
cCREs424033	501	0.00404684	1.15768	0.00922243
cCREs424278	501	0.399216	1.0	0.441695
cCREs424347	501	0.362282	1.0	0.370054
cCREs424375	501	0.436546	0.996008	0.35684
cCREs424765	758	0.0351921	1.07256	0.115054
cCREs425364	501	0.0859196	1.23752	0.241414
cCREs425462	501	0.188585	1.04391	0.332019
cCREs425578	501	0.33867	1.0	0.342365
cCREs425601	547	0.275613	1.0	0.387099
cCREs425618	520	0.347494	1.12885	0.429587
cCREs425654	501	0.099414	1.11577	0.259015
cCREs425668	634	0.13469	1.05047	0.274356
cCREs426165	501	0.003055	1.0	0.0103029
cCREs426368	803	0.188619	1.01494	0.350837
cCREs426387	544	0.0538642	1.04412	0.189645
cCREs426388	501	0.0368049	1.04391	0.121626
cCREs426937	501	0.0606087	1.1517	0.184462
cCREs427276	501	0.288063	1.0	0.410159
cCREs427316	501	0.0192198	1.0	0.0963233
cCREs427317	532	0.0773475	1.0	0.248543
cCREs427345	584	0.305263	1.0	0.426796
cCREs427350	576	0.0552605	1.07986	0.167826
cCREs427462	834	0.0672151	1.0	0.208951
cCREs427530	501	0.217221	1.0	0.20549
cCREs427533	574	0.240888	1.0	0.374851
cCREs427649	501	0.17704	1.0	0.347386
cCREs427682	532	0.00451689	1.11466	0.0140832
cCREs427705	820	0.134988	1.0	0.304891
cCREs428074	927	0.068684	1.0	0.145731
cCREs428180	728	0.0671692	0.858516	0.118971
cCREs428222	848	0.329674	1.0	0.435355
cCREs428227	501	0.0739825	1.0	0.209698
cCREs428716	564	0.168068	1.10816	0.319938
cCREs428936	817	0.432043	1.0	0.445805
cCREs429111	501	0.0517453	1.1517	0.109614
cCREs429112	501	0.0264119	1.1517	0.115355
cCREs429210	501	0.0178863	1.10778	0.0491557
cCREs429625	501	0.166185	1.0	0.337423
cCREs429627	501	0.0120439	1.0	0.0369305
cCREs429628	501	0.0765104	1.1517	0.220124
cCREs429630	501	0.0780109	1.1517	0.149493
cCREs430024	501	0.0926249	1.03593	0.143728
cCREs430072	501	0.0743834	1.15768	0.163076
cCREs430337	501	0.0718224	1.0	0.129659
cCREs430338	761	0.145062	0.980289	0.181684
cCREs430339	1173	0.242034	1.09122	0.290594
cCREs430620	1018	0.317116	1.11493	0.313474
cCREs430666	701	0.154545	1.03709	0.194769
cCREs431591	501	0.446076	1.0	0.463777
cCREs431598	501	0.0394867	1.0	0.125322
cCREs431599	501	0.448702	1.07984	0.453889
cCREs431710	750	0.231614	1.0	0.395934
cCREs431803	656	0.154819	1.1372	0.332808
cCREs432162	567	0.0443848	1.0	0.106614
cCREs432421	501	0.46007	0.9002	0.45894
cCREs432739	1009	0.262359	1.0	0.405633
cCREs432741	501	0.410294	1.0	0.327425
cCREs432770	501	0.127207	1.12974	0.303118
cCREs432772	550	0.0299688	1.08727	0.116653
cCREs434044	501	0.136542	1.05788	0.199748
cCREs434063	510	0.0381444	1.20784	0.135058
cCREs434070	501	0.0762388	1.0	0.230918
cCREs434126	501	0.0351675	1.22954	0.0726808
cCREs434230	562	0.203092	0.996441	0.349467
cCREs434547	501	0.0690116	1.08583	0.204944
cCREs434558	931	0.0715168	0.992481	0.145955
cCREs434620	501	0.0381139	1.0	0.0963824
cCREs434844	501	0.300403	1.15768	0.428608
cCREs435632	501	0.116734	1.17166	0.260678
cCREs435638	501	0.0292069	1.0	0.0896178
cCREs435666	501	0.0438244	1.13573	0.136573
cCREs436430	501	0.103605	1.0	0.25318
cCREs436646	994	0.0263903	1.04326	0.0939032
cCREs436815	501	0.070692	1.0	0.111511
cCREs436858	501	0.678542	1.20758	0.424938
cCREs436924	864	0.20277	1.0081	0.313825
cCREs438069	501	0.178143	1.0	0.33701
cCREs438525	501	0.0768042	1.0	0.193995
cCREs439166	501	0.0698469	0.908184	0.164621
cCREs439193	501	0.0478201	1.0	0.138955
cCREs439239	501	0.0208384	1.0	0.0847854
cCREs439254	934	0.0225352	1.0	0.0945641
cCREs439923	501	0.0843852	1.0	0.202597
cCREs440514	778	0.129633	1.05013	0.292959
cCREs440928	501	0.163883	0.902196	0.281826
cCREs440977	501	0.112199	0.99002	0.187261
cCREs441099	501	0.126049	1.0	0.208882
cCREs441233	501	0.161419	1.11577	0.316219
cCREs441281	908	0.0823143	1.0	0.228097
cCREs441350	750	0.144746	1.0	0.187315
cCREs441374	569	0.173099	1.02109	0.285932
cCREs441381	501	0.199011	1.0	0.339313
cCREs441395	739	0.287432	0.975643	0.364764
cCREs441408	501	0.177143	1.0	0.286365
cCREs441888	501	0.0812728	1.0	0.125938
cCREs442556	511	0.101611	0.898239	0.21522
cCREs442583	501	0.0980158	1.0	0.0997884
cCREs442618	501	0.153561	1.05788	0.341399
cCREs442774	501	0.0783871	1.05788	0.174406
cCREs442844	634	0.364775	1.23659	0.446748
cCREs443010	501	0.158623	1.0	0.306467
cCREs443671	802	0.374226	1.24314	0.447716
cCREs444348	1006	0.0202043	1.12922	0.0666971
cCREs444443	828	0.00930183	1.15097	0.0386776
cCREs444621	501	0.00629306	1.14371	0.0243437
cCREs444641	501	0.351435	1.17166	0.434181
cCREs444647	501	0.0456671	1.09381	0.154089
cCREs444655	501	0.0139422	1.04391	0.0866025
cCREs444716	652	0.136797	1.0	0.288881
cCREs444729	501	0.718049	1.0	0.419298
cCREs444744	501	0.103787	1.01597	0.261028
cCREs444748	501	0.0671633	1.01597	0.17733
cCREs444768	501	0.159014	1.16567	0.348152
cCREs444779	501	0.0171105	1.0	0.103714
cCREs445147	501	0.197926	1.09381	0.359233
cCREs445429	570	0.0401302	1.13684	0.14747
cCREs445506	501	0.0613548	1.16567	0.146473
cCREs445508	501	0.55744	1.08583	0.45847
cCREs445516	501	0.0233027	1.10778	0.0944183
cCREs445928	501	0.291765	1.00798	0.435451
cCREs446095	501	0.0842696	1.23752	0.201893
cCREs446098	585	0.0795625	1.10085	0.198375
cCREs446170	501	0.02534	1.02196	0.0798413
cCREs446202	501	0.022251	1.04391	0.067367
cCREs446253	537	0.0395757	0.92365	0.0688687
cCREs446282	525	0.282629	1.00762	0.407418
cCREs446284	501	0.271312	1.0	0.401187
cCREs447889	594	0.0229517	1.02862	0.0967923
cCREs447922	501	0.195395	1.0	0.354012
cCREs447924	537	0.238795	1.0	0.402198
cCREs448126	501	0.262031	1.08583	0.388376
cCREs448235	501	0.119317	1.0	0.273274
cCREs448239	501	0.121787	1.2016	0.277589
cCREs448320	501	0.608212	1.0	0.468556
cCREs448374	519	0.15901	1.07322	0.320312
cCREs448624	589	0.192002	1.0	0.340777
cCREs448943	501	0.432875	1.0	0.458324
cCREs449529	501	0.12462	1.05788	0.194455
cCREs449574	553	0.170006	1.17902	0.314698
cCREs450080	641	0.0414111	1.0	0.111657
cCREs450244	562	0.296305	1.0	0.400413
cCREs450346	501	0.365116	1.12176	0.435001
cCREs451513	517	0.0840636	1.0	0.230879
cCREs451546	501	0.102972	1.0	0.118378
cCREs451552	547	0.0756591	1.0	0.197861
cCREs451675	505	0.165154	1.01386	0.262157
cCREs451710	632	0.292503	1.03006	0.418809
cCREs451763	843	0.108725	1.24318	0.259631
cCREs451820	501	0.220779	1.0	0.37345
cCREs451941	501	0.428165	1.12176	0.474622
cCREs451944	501	0.28591	1.22156	0.401925
cCREs451948	679	0.168458	1.0	0.338677
cCREs451957	501	0.211245	1.0	0.396695
cCREs452159	711	0.0466939	1.0	0.144079
cCREs452163	501	0.0649108	1.06587	0.212074
cCREs452174	501	0.163581	1.0	0.326937
cCREs452176	501	0.0548417	1.0	0.0517787
cCREs452333	867	0.126682	1.0	0.285379
cCREs452392	501	0.149722	1.0	0.287149
cCREs452883	501	0.169957	1.0	0.299699
cCREs453020	711	0.173938	1.0	0.296986
cCREs453021	917	0.105456	1.0	0.271533
cCREs453146	501	0.189375	1.0	0.209431
cCREs453189	501	0.0518289	1.0	0.16571
cCREs453447	501	0.0927837	1.0	0.232736
cCREs453504	501	0.110259	1.10778	0.245356
cCREs453650	510	0.312373	1.0	0.23894
cCREs453928	501	0.276921	1.0	0.420865
cCREs453989	1139	0.191093	1.10184	0.330099
cCREs455255	501	0.278613	1.21557	0.386446
cCREs455386	501	0.243044	1.0519	0.361209
cCREs455399	660	0.278554	1.0	0.414049
cCREs455767	501	0.177623	1.16567	0.336755
cCREs455779	544	0.120969	1.0	0.276898
cCREs456261	501	0.274332	1.0	0.339308
cCREs456440	501	0.138084	1.0	0.208457
cCREs456468	501	0.0349723	1.0519	0.139453
cCREs456706	819	0.604012	1.00733	0.455093
cCREs456799	501	0.48566	1.11577	0.448173
cCREs457129	501	0.248027	1.08583	0.40135
