name	chromosome	start	end	length
cCREs193036	chr16	54158315	54158911	596
cCREs193351	chr16	55952684	55953206	522
cCREs194639	chr16	63796670	63797171	501
cCREs194980	chr16	65828119	65828620	501
cCREs196866	chr16	76470981	76471482	501
cCREs197608	chr16	80512447	80513274	827
cCREs198106	chr16	84181122	84181623	501
cCREs198326	chr16	85094955	85095456	501
cCREs198581	chr16	86252550	86253095	545
cCREs198598	chr16	86360958	86361530	572
cCREs198903	chr16	87799986	87800738	752
cCREs199841	chr16	91768531	91769032	501
cCREs200189	chr16	93107224	93107725	501
cCREs200692	chr16	95308937	95309600	663
cCREs202317	chr17	7717920	7718421	501
cCREs203637	chr17	13878978	13879479	501
cCREs203748	chr17	14449976	14450943	967
cCREs203790	chr17	14627297	14627798	501
cCREs204393	chr17	24254506	24255007	501
cCREs204993	chr17	27063542	27064310	768
cCREs205330	chr17	28362566	28363067	501
cCREs205551	chr17	29315030	29315531	501
cCREs205690	chr17	29884591	29885092	501
cCREs206336	chr17	32807553	32808060	507
cCREs206382	chr17	33529602	33530103	501
cCREs206458	chr17	34048109	34048610	501
cCREs206561	chr17	34675230	34676085	855
cCREs207840	chr17	45580835	45581336	501
cCREs207947	chr17	46081596	46082097	501
cCREs208055	chr17	46609600	46610166	566
cCREs209845	chr17	56412992	56413539	547
cCREs209956	chr17	56868173	56868674	501
cCREs210214	chr17	58773328	58774078	750
cCREs211931	chr17	67559978	67560479	501
cCREs211965	chr17	67705003	67705504	501
cCREs212044	chr17	68071459	68071960	501
cCREs212306	chr17	69224911	69225412	501
cCREs212314	chr17	69253366	69253867	501
cCREs212799	chr17	71193403	71193913	510
cCREs212823	chr17	71259680	71260220	540
cCREs212849	chr17	71420191	71420712	521
cCREs212938	chr17	71876912	71877665	753
cCREs212940	chr17	71880999	71881500	501
cCREs212950	chr17	71919169	71919708	539
cCREs213154	chr17	72795310	72796021	711
cCREs213180	chr17	72901149	72902010	861
cCREs214104	chr17	78085978	78086612	634
cCREs215256	chr17	83040885	83041386	501
cCREs215555	chr17	84097847	84098371	524
cCREs215653	chr17	84408478	84409179	701
cCREs216223	chr17	86712007	86712521	514
cCREs216443	chr17	87628728	87629229	501
cCREs216653	chr17	88639811	88640312	501
cCREs217823	chr18	4911603	4912104	501
cCREs218237	chr18	6904967	6905924	957
cCREs218687	chr18	9741780	9742281	501
cCREs219456	chr18	13288320	13289008	688
cCREs219944	chr18	15497936	15498602	666
cCREs223184	chr18	31707733	31708234	501
cCREs225022	chr18	39694120	39694621	501
cCREs227798	chr18	52650084	52650616	532
cCREs227858	chr18	52856081	52857007	926
cCREs228381	chr18	54980919	54981475	556
cCREs228536	chr18	55500938	55501439	501
cCREs229863	chr18	61055246	61055747	501
cCREs229915	chr18	61224126	61224681	555
cCREs230510	chr18	63400495	63401216	721
cCREs232959	chr18	73755345	73755846	501
cCREs233640	chr18	76078868	76079726	858
cCREs234919	chr18	81901892	81902433	541
cCREs236560	chr19	3449173	3449975	802
cCREs237552	chr19	9105072	9105573	501
cCREs239331	chr19	20365967	20366498	531
cCREs239409	chr19	20766209	20766710	501
cCREs240552	chr19	25243489	25244383	894
cCREs241442	chr19	29014585	29015086	501
cCREs241638	chr19	29877847	29878348	501
cCREs241941	chr19	31444073	31444574	501
cCREs241943	chr19	31448343	31449004	661
cCREs242661	chr19	35068112	35068613	501
cCREs242983	chr19	36698022	36698688	666
cCREs243872	chr19	41670762	41671263	501
cCREs244084	chr19	42454352	42454853	501
cCREs244272	chr19	43525880	43526381	501
cCREs244883	chr19	46560706	46561252	546
cCREs246690	chr19	55168267	55168916	649
cCREs246836	chr19	55744077	55744578	501
cCREs246925	chr19	56115480	56116025	545
cCREs247187	chr19	57116877	57117628	751
cCREs247685	chr19	58850670	58851181	511
cCREs247937	chr19	60138787	60139288	501
cCREs248026	chr19	60567904	60568405	501
cCREs248093	chr19	60940823	60941418	595
cCREs248635	chr2	5219056	5219629	573
cCREs248983	chr2	6512828	6513770	942
cCREs249714	chr2	10136756	10137257	501
cCREs249729	chr2	10184282	10184783	501
cCREs250983	chr2	16744373	16745293	920
cCREs251342	chr2	18518319	18518820	501
cCREs251343	chr2	18519680	18520181	501
cCREs251525	chr2	19406413	19406932	519
cCREs252354	chr2	24028581	24029123	542
cCREs252412	chr2	24520343	24520844	501
cCREs252676	chr2	25704149	25704650	501
cCREs253142	chr2	27772780	27773281	501
cCREs253351	chr2	28517113	28517634	521
cCREs253379	chr2	28638809	28639310	501
cCREs253464	chr2	29089272	29089773	501
cCREs253628	chr2	29664630	29665131	501
cCREs253867	chr2	30723180	30723681	501
cCREs254385	chr2	32665899	32666400	501
cCREs254910	chr2	34528504	34529005	501
cCREs255385	chr2	37279004	37279505	501
cCREs255887	chr2	40148527	40149028	501
cCREs257893	chr2	50706543	50707062	519
cCREs258435	chr2	52822580	52823503	923
cCREs258466	chr2	52924051	52924560	509
cCREs260373	chr2	62143916	62144675	759
cCREs261721	chr2	68375273	68375774	501
cCREs262292	chr2	70650659	70651160	501
cCREs262663	chr2	72077143	72077644	501
cCREs264604	chr2	79968223	79968724	501
cCREs266334	chr2	92140384	92141194	810
cCREs266357	chr2	92268068	92268569	501
cCREs266567	chr2	92928963	92929464	501
cCREs266600	chr2	93048905	93049406	501
cCREs266612	chr2	93090943	93091444	501
cCREs266793	chr2	93673214	93673715	501
cCREs266850	chr2	93855310	93855811	501
cCREs267858	chr2	100949633	100950134	501
cCREs268279	chr2	102519889	102520390	501
cCREs270960	chr2	115393971	115394472	501
cCREs271368	chr2	117090701	117091202	501
cCREs271501	chr2	117536557	117537264	707
cCREs272177	chr2	120650557	120651058	501
cCREs273153	chr2	125278518	125279019	501
cCREs273195	chr2	125411760	125412261	501
cCREs273245	chr2	125577628	125578129	501
cCREs274017	chr2	129179955	129180738	783
cCREs275569	chr2	135665423	135665924	501
cCREs275966	chr2	137026640	137027214	574
cCREs276089	chr2	137594440	137594941	501
cCREs277745	chr2	144482068	144482569	501
cCREs277908	chr2	145172308	145172809	501
cCREs278657	chr2	148427494	148427995	501
cCREs279482	chr2	152928067	152928568	501
cCREs279549	chr2	153202811	153203312	501
cCREs279927	chr2	155011418	155012251	833
cCREs280068	chr2	155768606	155769107	501
cCREs280114	chr2	155941902	155942403	501
cCREs280772	chr2	158231008	158231509	501
cCREs280787	chr2	158276390	158276891	501
cCREs281239	chr2	160499506	160500105	599
cCREs281314	chr2	160798113	160798614	501
cCREs281921	chr2	163386676	163387294	618
cCREs281946	chr2	163489753	163490254	501
cCREs282447	chr2	165547417	165547940	523
cCREs282494	chr2	165696317	165696818	501
cCREs282838	chr2	166806849	166807350	501
cCREs282960	chr2	167249530	167250031	501
cCREs283042	chr2	167574846	167575347	501
cCREs283060	chr2	167625447	167625948	501
cCREs283172	chr2	168016711	168017460	749
cCREs284139	chr2	172350777	172351278	501
cCREs284210	chr2	172786304	172786836	532
cCREs284217	chr2	172811071	172811653	582
cCREs284245	chr2	172906128	172906831	703
cCREs284667	chr2	174731885	174732945	1060
cCREs284712	chr2	174884749	174885516	767
cCREs284742	chr2	177320573	177321074	501
cCREs287963	chr3	19906684	19907379	695
cCREs288640	chr3	23908444	23908945	501
cCREs288762	chr3	24705202	24705835	633
cCREs289505	chr3	28093295	28093834	539
cCREs290170	chr3	30999548	31000049	501
cCREs290593	chr3	32689180	32689890	710
cCREs291665	chr3	37701356	37701857	501
cCREs291723	chr3	37933070	37933571	501
cCREs291738	chr3	37971310	37971811	501
cCREs294412	chr3	52881081	52881582	501
cCREs295892	chr3	58695743	58696305	562
cCREs296383	chr3	61215393	61215911	518
cCREs299332	chr3	78794945	78795801	856
cCREs299714	chr3	80020218	80020719	501
cCREs301063	chr3	85467802	85468303	501
cCREs301984	chr3	89419495	89420006	511
cCREs302765	chr3	95374854	95375355	501
cCREs303041	chr3	96756606	96757109	503
cCREs304359	chr3	102534704	102535210	506
cCREs304393	chr3	102678553	102679068	515
cCREs304905	chr3	105061483	105061984	501
cCREs305474	chr3	107566073	107566574	501
cCREs306718	chr3	115260887	115261795	908
cCREs306843	chr3	115788428	115788948	520
cCREs306869	chr3	115931637	115932165	528
cCREs308137	chr3	121566051	121566552	501
cCREs308244	chr3	121902324	121902825	501
cCREs308362	chr3	122344273	122344809	536
cCREs308365	chr3	122352791	122353355	564
cCREs308586	chr3	123123804	123124305	501
cCREs309785	chr3	129112740	129113595	855
cCREs310133	chr3	130428378	130429231	853
cCREs310555	chr3	132313828	132314329	501
cCREs311353	chr3	136440093	136440594	501
cCREs313034	chr3	143509921	143510540	619
cCREs313082	chr3	143638805	143639306	501
cCREs313134	chr3	143812734	143813675	941
cCREs313361	chr3	144541088	144541589	501
cCREs313747	chr3	146150588	146151434	846
cCREs313750	chr3	146157940	146158441	501
cCREs314608	chr3	149810828	149811674	846
cCREs315337	chr3	153198233	153199000	767
cCREs318316	chr4	10613130	10613631	501
cCREs318970	chr4	13800950	13801451	501
cCREs319282	chr4	15275028	15275529	501
cCREs319775	chr4	18692701	18693524	823
cCREs321297	chr4	28564346	28564847	501
cCREs321759	chr4	31768068	31768569	501
cCREs322541	chr4	35037468	35038408	940
cCREs323017	chr4	38211741	38212569	828
cCREs323214	chr4	39979706	39980207	501
cCREs323551	chr4	41345901	41346402	501
cCREs325939	chr4	53318081	53318582	501
cCREs326714	chr4	56664625	56665353	728
cCREs326761	chr4	56842992	56843493	501
cCREs327060	chr4	57764943	57765444	501
cCREs327228	chr4	58490288	58490823	535
cCREs327253	chr4	58585215	58585716	501
cCREs327270	chr4	58677586	58678102	516
cCREs327492	chr4	59696743	59697291	548
cCREs330064	chr4	75851471	75852048	577
cCREs330102	chr4	76005090	76005591	501
cCREs331197	chr4	82527401	82528194	793
cCREs331600	chr4	84234389	84234919	530
cCREs332488	chr4	88083901	88085266	1365
cCREs333590	chr4	95234094	95234624	530
cCREs334094	chr4	97911696	97912197	501
cCREs334143	chr4	98079135	98079636	501
cCREs334664	chr4	100366037	100366543	506
cCREs335961	chr4	105223959	105224477	518
cCREs336047	chr4	105643028	105643529	501
cCREs336095	chr4	105918794	105919295	501
cCREs336207	chr4	106379266	106379981	715
cCREs337269	chr4	111459541	111460337	796
cCREs337407	chr4	114389704	114390205	501
cCREs337526	chr4	114844418	114844919	501
cCREs338167	chr4	118554027	118554528	501
cCREs338171	chr4	118565510	118566011	501
cCREs338876	chr4	123250177	123250678	501
cCREs340198	chr4	128803449	128803950	501
cCREs340432	chr4	129835679	129836191	512
cCREs341062	chr4	132500245	132500746	501
cCREs341531	chr4	134612145	134612727	582
cCREs342098	chr4	137168864	137169365	501
cCREs342260	chr4	137769544	137770237	693
cCREs342596	chr4	138939484	138940015	531
cCREs342688	chr4	139261620	139262121	501
cCREs343840	chr4	145272624	145273327	703
cCREs344428	chr4	150003276	150003777	501
cCREs344457	chr4	150132807	150133308	501
cCREs345041	chr4	152263156	152263657	501
cCREs346159	chr5	4223192	4223693	501
cCREs346236	chr5	4633774	4634275	501
cCREs347387	chr5	12378901	12380112	1211
cCREs348890	chr5	20769405	20769906	501
cCREs349708	chr5	24363542	24364043	501
cCREs351256	chr5	32155072	32155573	501
cCREs351662	chr5	34385812	34386313	501
cCREs351878	chr5	35235956	35236457	501
cCREs351879	chr5	35237736	35238237	501
cCREs351965	chr5	35624613	35625165	552
cCREs351987	chr5	35691172	35691920	748
cCREs352110	chr5	35981108	35981832	724
cCREs352321	chr5	36604622	36605123	501
cCREs352682	chr5	37993272	37993808	536
cCREs352901	chr5	38696881	38697382	501
cCREs353835	chr5	43334317	43334956	639
cCREs354288	chr5	44945020	44945521	501
cCREs355518	chr5	51396360	51397288	928
cCREs356901	chr5	58170951	58171495	544
cCREs358418	chr5	66712473	66713284	811
cCREs360200	chr5	74896946	74897531	585
cCREs360209	chr5	74929692	74930193	501
cCREs360452	chr5	75826252	75826753	501
cCREs361530	chr5	81909102	81909852	750
cCREs362286	chr5	87572735	87573236	501
cCREs363133	chr5	91792655	91793156	501
cCREs363146	chr5	91830691	91831192	501
cCREs363148	chr5	91838363	91838864	501
cCREs363356	chr5	92708602	92709103	501
cCREs363466	chr5	93097177	93097678	501
cCREs363936	chr5	97834691	97835192	501
cCREs365080	chr5	103002056	103002615	559
cCREs365186	chr5	103423504	103424005	501
cCREs365214	chr5	103523309	103523810	501
cCREs365216	chr5	103527892	103528393	501
cCREs365435	chr5	104434131	104434632	501
cCREs365593	chr5	105684067	105684568	501
cCREs365600	chr5	105698583	105699116	533
cCREs365894	chr5	107122590	107123091	501
cCREs365901	chr5	107139799	107140300	501
cCREs365943	chr5	107283967	107284468	501
cCREs366378	chr5	110854950	110855451	501
cCREs366995	chr5	113032147	113032648	501
cCREs368219	chr5	117967363	117967864	501
cCREs368497	chr5	119031537	119032038	501
cCREs369725	chr5	124377113	124377614	501
cCREs369893	chr5	125110089	125110590	501
cCREs369930	chr5	125205507	125206008	501
cCREs370965	chr5	129426379	129427196	817
cCREs372130	chr5	134576771	134577292	521
cCREs372157	chr5	134701597	134702098	501
cCREs372171	chr5	134772392	134773025	633
cCREs372182	chr5	134872596	134873097	501
cCREs372188	chr5	134895239	134895740	501
cCREs372190	chr5	134897422	134898109	687
cCREs372592	chr5	136867672	136868173	501
cCREs372725	chr5	137613513	137614039	526
cCREs372864	chr5	138779596	138780097	501
cCREs373754	chr5	142430112	142430644	532
cCREs373904	chr5	142969635	142970136	501
cCREs374385	chr5	146223948	146224449	501
cCREs374566	chr5	146908602	146909375	773
cCREs375025	chr5	148953034	148953535	501
cCREs375498	chr5	150713367	150713935	568
cCREs375797	chr6	4029673	4030307	634
cCREs378116	chr6	17209464	17210230	766
cCREs378138	chr6	17293167	17293823	656
cCREs380341	chr6	28879214	28880117	903
cCREs380978	chr6	31320972	31321473	501
cCREs381878	chr6	34666475	34667133	658
cCREs381895	chr6	34721623	34722124	501
cCREs382015	chr6	35273567	35274068	501
cCREs383062	chr6	39466993	39467494	501
cCREs383084	chr6	39536620	39537121	501
cCREs383685	chr6	42484654	42485155	501
cCREs384566	chr6	47366182	47366683	501
cCREs385441	chr6	51449779	51450280	501
cCREs385778	chr6	52968372	52968873	501
cCREs385830	chr6	53154445	53155162	717
cCREs386002	chr6	53905400	53905901	501
cCREs386396	chr6	55174832	55175333	501
cCREs388464	chr6	67430741	67431285	544
cCREs389030	chr6	71964634	71965135	501
cCREs389130	chr6	72348320	72348821	501
cCREs389166	chr6	72490886	72491387	501
cCREs389305	chr6	73013665	73014166	501
cCREs391356	chr6	84353351	84353852	501
cCREs392158	chr6	87746012	87746513	501
cCREs392686	chr6	89859711	89860382	671
cCREs392704	chr6	90156580	90157463	883
cCREs392758	chr6	90465959	90466460	501
cCREs393171	chr6	91743765	91744266	501
cCREs394492	chr6	97145119	97145620	501
cCREs394555	chr6	97402384	97402961	577
cCREs394558	chr6	97409898	97410399	501
cCREs394654	chr6	97757506	97758007	501
cCREs394929	chr6	98838133	98838953	820
cCREs397897	chr6	111759340	111759841	501
cCREs398004	chr6	112212818	112213319	501
cCREs398603	chr6	114298105	114298606	501
cCREs399132	chr6	116319201	116319702	501
cCREs399374	chr6	117333691	117334192	501
cCREs399558	chr6	118162387	118163255	868
cCREs400162	chr6	120648175	120648676	501
cCREs400513	chr6	122513104	122513865	761
cCREs401016	chr6	125832471	125833188	717
cCREs401806	chr6	129107856	129108357	501
cCREs401872	chr6	129447883	129448514	631
cCREs402516	chr6	135716353	135716854	501
cCREs402844	chr6	136881600	136882372	772
cCREs403868	chr6	140764023	140764563	540
cCREs404112	chr6	142036985	142037486	501
cCREs404136	chr6	142267604	142268583	979
cCREs405037	chr6	145757302	145757803	501
cCREs405470	chr6	147403728	147404229	501
cCREs406581	chr7	16763382	16763919	537
cCREs406700	chr7	18860820	18861355	535
cCREs407145	chr7	25197561	25198167	606
cCREs407278	chr7	27105021	27105757	736
cCREs408076	chr7	34546509	34547052	543
cCREs408811	chr7	38208541	38209206	665
cCREs409375	chr7	45147795	45148296	501
cCREs409473	chr7	45593070	45593571	501
cCREs409537	chr7	45858948	45859449	501
cCREs409756	chr7	46928227	46929033	806
cCREs409933	chr7	49108818	49109395	577
cCREs410139	chr7	49686806	49687307	501
cCREs410142	chr7	49700682	49701183	501
cCREs412564	chr7	66294312	66294813	501
cCREs412622	chr7	66501333	66501834	501
cCREs413353	chr7	70304350	70305279	929
cCREs413406	chr7	70584365	70585035	670
cCREs413437	chr7	70810231	70810732	501
cCREs413515	chr7	71287393	71287894	501
cCREs413616	chr7	71842106	71842607	501
cCREs414712	chr7	76486798	76487299	501
cCREs415729	chr7	81105513	81106014	501
cCREs416122	chr7	82947752	82948384	632
cCREs416852	chr7	89099726	89100227	501
cCREs419076	chr7	99551000	99551501	501
cCREs419740	chr7	102297912	102298688	776
cCREs420171	chr7	107704106	107704607	501
cCREs420218	chr7	108797443	108797944	501
cCREs420507	chr7	110269755	110270256	501
cCREs420543	chr7	110402066	110402983	917
cCREs420554	chr7	110484013	110484845	832
cCREs421291	chr7	113173303	113173804	501
cCREs422201	chr7	117494102	117494603	501
cCREs423195	chr7	122038706	122039207	501
cCREs423201	chr7	122076710	122077224	514
cCREs423502	chr7	123220444	123220945	501
cCREs423572	chr7	123523314	123523815	501
cCREs423575	chr7	123529096	123529597	501
cCREs425911	chr7	134500007	134500508	501
cCREs426167	chr7	135608142	135608651	509
cCREs427452	chr7	142002916	142003740	824
cCREs427539	chr7	142454058	142454580	522
cCREs427571	chr7	142626418	142626919	501
cCREs428791	chr8	8300153	8300654	501
cCREs429013	chr8	9139731	9140232	501
cCREs429648	chr8	11369460	11369961	501
cCREs430280	chr8	13696041	13696542	501
cCREs431851	chr8	23421469	23422329	860
cCREs432226	chr8	25025994	25026522	528
cCREs432306	chr8	25258016	25258517	501
cCREs433276	chr8	29913495	29914051	556
cCREs433469	chr8	31054941	31055803	862
cCREs434257	chr8	34664375	34664899	524
cCREs435593	chr8	40891957	40892486	529
cCREs435911	chr8	42362638	42363440	802
cCREs436690	chr8	46558490	46559152	662
cCREs436691	chr8	46559705	46560206	501
cCREs437045	chr8	47944335	47944878	543
cCREs437955	chr8	53665388	53665889	501
cCREs438074	chr8	54399047	54399554	507
cCREs438336	chr8	56233641	56234643	1002
cCREs438519	chr8	57480507	57481008	501
cCREs440333	chr8	67141343	67141844	501
cCREs440918	chr8	69953760	69954261	501
cCREs442408	chr8	77716925	77717463	538
cCREs442948	chr8	80244714	80245395	681
cCREs442984	chr8	80478823	80479324	501
cCREs443472	chr8	82906953	82907679	726
cCREs444138	chr8	85957564	85958103	539
cCREs444530	chr8	87611992	87612493	501
cCREs444732	chr8	88455341	88455842	501
cCREs444883	chr8	89046294	89046795	501
cCREs444965	chr8	89485682	89486183	501
cCREs447710	chr8	103381430	103381931	501
cCREs448447	chr8	106588374	106589585	1211
cCREs448528	chr8	106907369	106907870	501
cCREs448589	chr8	107146084	107146585	501
cCREs448652	chr8	107449074	107449807	733
cCREs449525	chr8	111488468	111488970	502
cCREs449609	chr8	111729720	111730259	539
cCREs451660	chr8	120058974	120059686	712
cCREs451661	chr8	120064157	120064658	501
cCREs452249	chr8	122167349	122167850	501
cCREs452611	chr8	123750117	123750618	501
cCREs452996	chr8	125108715	125109256	541
cCREs453158	chr8	125604702	125605612	910
cCREs454411	chr9	7179040	7179541	501
cCREs454441	chr9	7483891	7484801	910
cCREs454451	chr9	7575439	7576001	562
cCREs454728	chr9	9174131	9174711	580
cCREs456352	chr9	21010289	21010790	501
cCREs456528	chr9	21784406	21785387	981
cCREs456792	chr9	23022245	23022843	598
cCREs458685	chr9	30486539	30487089	550
cCREs458704	chr9	30580329	30580982	653
cCREs459812	chr9	35365937	35366438	501
cCREs459962	chr9	36947028	36947529	501
cCREs460755	chr9	41515065	41515566	501
cCREs460797	chr9	41659990	41660501	511
cCREs460840	chr9	41823063	41823588	525
cCREs460973	chr9	42271343	42272081	738
cCREs461718	chr9	45044351	45044852	501
cCREs461727	chr9	45089780	45090281	501
cCREs461934	chr9	45795717	45796387	670
cCREs461979	chr9	45975565	45976092	527
cCREs462608	chr9	48457301	48457802	501
cCREs462814	chr9	49241063	49242064	1001
cCREs463356	chr9	51244684	51245185	501
cCREs464606	chr9	57230221	57230722	501
cCREs465912	chr9	62613567	62614097	530
cCREs465925	chr9	62658829	62659592	763
cCREs465934	chr9	62694014	62694515	501
cCREs466513	chr9	65247533	65248034	501
cCREs466599	chr9	65672849	65673350	501
cCREs467124	chr9	68019721	68020222	501
cCREs467326	chr9	69004465	69004966	501
cCREs467333	chr9	69044604	69045105	501
cCREs468871	chr9	76016446	76016947	501
cCREs469206	chr9	77690154	77690655	501
cCREs469478	chr9	79022241	79022742	501
cCREs469529	chr9	79310556	79311057	501
cCREs470415	chr9	83862805	83863306	501
cCREs471168	chr9	87464047	87464549	502
cCREs471204	chr9	87761447	87761948	501
cCREs471217	chr9	87856739	87857240	501
cCREs471238	chr9	87971743	87972293	550
cCREs471635	chr9	90303439	90303940	501
cCREs471699	chr9	90830649	90831150	501
cCREs471916	chr9	92272485	92272986	501
cCREs472888	chr9	96581026	96581753	727
cCREs473004	chr9	97004668	97005169	501
cCREs474651	chr9	104131300	104131801	501
cCREs475587	chr9	107955856	107956357	501
cCREs477463	chr9	116314109	116314618	509
cCREs477670	chr9	117188467	117188968	501
cCREs477757	chr9	117591471	117591972	501
cCREs478526	chr9	120654693	120655194	501
cCREs478603	chr9	120926884	120927648	764
cCREs478717	chr9	121336673	121337174	501
cCREs479030	chr9	122376141	122376642	501
cCREs479354	chr9	123680877	123681378	501
cCREs479682	chrX	8181840	8182773	933
cCREs479763	chrX	9481272	9481835	563
cCREs479799	chrX	9850865	9851585	720
cCREs480447	chrX	14547231	14547942	711
cCREs482992	chrX	57277155	57278063	908
cCREs483757	chrX	68507634	68508181	547
cCREs484267	chrX	73460787	73461365	578
cCREs484366	chrX	74183248	74183749	501
cCREs484504	chrX	76182379	76182881	502
cCREs484920	chrX	83782081	83782652	571
cCREs485181	chrX	86763639	86764241	602
cCREs486333	chrX	101241485	101241986	501
cCREs486406	chrX	101845651	101846152	501
cCREs486784	chrX	105346398	105347167	769
cCREs487212	chrX	113175773	113176322	549
cCREs488003	chrX	133959616	133960951	1335
cCREs489693	chrX	152764884	152765385	501
cCREs38	chr1	3269256	3269798	542
cCREs42	chr1	3296385	3296927	542
cCREs204	chr1	4401063	4401953	890
cCREs1417	chr1	12295754	12296266	512
cCREs3137	chr1	21672505	21673006	501
cCREs5099	chr1	33084125	33084666	541
cCREs5228	chr1	33648491	33649010	519
cCREs5263	chr1	33766640	33767141	501
cCREs5595	chr1	34864243	34864777	534
cCREs6355	chr1	37950527	37951447	920
cCREs6807	chr1	39467114	39467786	672
cCREs7127	chr1	40632600	40633101	501
cCREs7138	chr1	40665255	40665756	501
cCREs8010	chr1	44569918	44570443	525
cCREs8160	chr1	45709259	45709763	504
cCREs8736	chr1	50204437	50205109	672
cCREs8797	chr1	50801159	50801682	523
cCREs9804	chr1	54806066	54806943	877
cCREs9893	chr1	55213425	55213926	501
cCREs10350	chr1	57417665	57418522	857
cCREs10505	chr1	58017209	58017772	563
cCREs10813	chr1	59478978	59479486	508
cCREs10835	chr1	59568790	59569329	539
cCREs11559	chr1	62817563	62818076	513
cCREs11825	chr1	63958283	63958799	516
cCREs11977	chr1	64504798	64505685	887
cCREs12527	chr1	66939957	66940458	501
cCREs12640	chr1	67394626	67395179	553
cCREs13527	chr1	72004768	72005332	564
cCREs13544	chr1	72043971	72044779	808
cCREs13851	chr1	73140517	73141089	572
cCREs14073	chr1	73993950	73994479	529
cCREs14077	chr1	74001425	74001927	502
cCREs14098	chr1	74063808	74064309	501
cCREs14240	chr1	74626000	74626525	525
cCREs14257	chr1	74747136	74747637	501
cCREs14476	chr1	75698083	75698629	546
cCREs14564	chr1	76068244	76068745	501
cCREs14604	chr1	76254321	76254917	596
cCREs14844	chr1	77422040	77422541	501
cCREs14879	chr1	77510507	77511008	501
cCREs15816	chr1	81734135	81734785	650
cCREs16033	chr1	82785509	82786010	501
cCREs16845	chr1	86647436	86647937	501
cCREs16923	chr1	87036297	87036820	523
cCREs17257	chr1	88532336	88532837	501
cCREs17362	chr1	88912014	88912519	505
cCREs17376	chr1	88954766	88955267	501
cCREs17397	chr1	89033411	89033922	511
cCREs17806	chr1	90442106	90442623	517
cCREs17821	chr1	90497534	90498035	501
cCREs17824	chr1	90506484	90506985	501
cCREs17901	chr1	90794444	90794961	517
cCREs17908	chr1	90824878	90825379	501
cCREs17914	chr1	90842739	90843240	501
cCREs18017	chr1	91197301	91198238	937
cCREs18066	chr1	91378293	91378813	520
cCREs18468	chr1	92773884	92774529	645
cCREs18581	chr1	93237364	93238067	703
cCREs21349	chr1	113190990	113191551	561
cCREs21377	chr1	113398301	113398802	501
cCREs22052	chr1	118647883	118648543	660
cCREs22064	chr1	118718085	118718602	517
cCREs22068	chr1	118740847	118741776	929
cCREs22074	chr1	118762322	118762823	501
cCREs22232	chr1	119479206	119479730	524
cCREs23342	chr1	125429979	125430480	501
cCREs23862	chr1	127397079	127397855	776
cCREs24147	chr1	128475086	128475897	811
cCREs24302	chr1	129213499	129214064	565
cCREs24325	chr1	129320964	129321692	728
cCREs24568	chr1	130474158	130474704	546
cCREs24729	chr1	131229265	131230099	834
cCREs24749	chr1	131280128	131280629	501
cCREs24927	chr1	131951801	131952334	533
cCREs25280	chr1	133084163	133084685	522
cCREs25492	chr1	133941382	133941883	501
cCREs25494	chr1	133950381	133950882	501
cCREs25532	chr1	134070360	134070872	512
cCREs25825	chr1	135208688	135209189	501
cCREs26051	chr1	135933711	135934338	627
cCREs26068	chr1	136013429	136013930	501
cCREs26110	chr1	136136391	136136892	501
cCREs26642	chr1	138370058	138370602	544
cCREs26644	chr1	138373096	138373601	505
cCREs26648	chr1	138408202	138408714	512
cCREs27619	chr1	144264261	144264786	525
cCREs28442	chr1	150440211	150440716	505
cCREs28445	chr1	150458948	150460014	1066
cCREs28446	chr1	150462912	150463422	510
cCREs28458	chr1	150492165	150492718	553
cCREs28465	chr1	150508701	150509649	948
cCREs28542	chr1	150887548	150888104	556
cCREs28548	chr1	150909478	150909984	506
cCREs28752	chr1	151737143	151737661	518
cCREs29147	chr1	153033417	153033992	575
cCREs29172	chr1	153094121	153094901	780
cCREs29226	chr1	153268336	153268837	501
cCREs29227	chr1	153269666	153270167	501
cCREs29248	chr1	153312151	153312671	520
cCREs29355	chr1	153728524	153729025	501
cCREs29441	chr1	154064489	154065091	602
cCREs30039	chr1	156448399	156448955	556
cCREs31350	chr1	161707032	161707533	501
cCREs31364	chr1	161751070	161751571	501
cCREs31790	chr1	163559264	163560162	898
cCREs31794	chr1	163570549	163571065	516
cCREs32149	chr1	164993163	164993684	521
cCREs32487	chr1	166295371	166296216	845
cCREs32495	chr1	166306427	166306928	501
cCREs32689	chr1	167222550	167223051	501
cCREs33048	chr1	168472547	168473048	501
cCREs33680	chr1	170871330	170871831	501
cCREs35938	chr1	180968546	180969047	501
cCREs35975	chr1	181163395	181163909	514
cCREs36517	chr1	183229140	183229657	517
cCREs36611	chr1	183707369	183707961	592
cCREs36647	chr1	183853040	183853541	501
cCREs36690	chr1	184059624	184060164	540
cCREs37201	chr1	186234565	186235590	1025
cCREs37695	chr1	188502084	188502585	501
cCREs38399	chr1	191407192	191407697	505
cCREs38565	chr1	192086649	192087150	501
cCREs38935	chr1	193301491	193302235	744
cCREs38999	chr1	193452168	193452669	501
cCREs39030	chr1	193543708	193544406	698
cCREs39562	chr10	3631353	3631867	514
cCREs39594	chr10	3762093	3762764	671
cCREs39679	chr10	4085681	4086199	518
cCREs40653	chr10	8786533	8787034	501
cCREs40972	chr10	9816141	9816643	502
