Gene name	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]
Gm12794	PRAMEF1	ortholog_many2many	0
Gm12794	PRAMEF14	ortholog_many2many	0
Gm12794	PRAMEF10	ortholog_many2many	0
Gm12794	PRAMEF15	ortholog_many2many	0
Gm12794	PRAMEF18	ortholog_many2many	0
Gm12794	PRAMEF25	ortholog_many2many	0
Gm12794	PRAMEF13	ortholog_many2many	0
Gm12794	PRAMEF11	ortholog_many2many	0
Gm12794	PRAMEF27	ortholog_many2many	0
Gm12794	PRAMEF33	ortholog_many2many	0
Gm12794	PRAMEF8	ortholog_many2many	0
Gm12794	PRAMEF19	ortholog_many2many	0
Gm12794	PRAMEF9	ortholog_many2many	0
Mrps28	MRPS28	ortholog_one2one	1
Amelx	AMELX	ortholog_one2one	1
Gm12790	PRAMEF2	ortholog_many2many	0
Gm12790	PRAMEF5	ortholog_many2many	0
Gm12790	PRAMEF7	ortholog_many2many	0
Gm12790	PRAMEF26	ortholog_many2many	0
Gm12790	PRAMEF17	ortholog_many2many	0
Gm12790	PRAMEF20	ortholog_many2many	0
Gm12790	PRAMEF6	ortholog_many2many	0
Gm12790	PRAMEF12	ortholog_many2many	0
Gm12790	PRAMEF4	ortholog_many2many	0
Gm12790	PRAMEF1	ortholog_many2many	0
Gm12790	PRAMEF14	ortholog_many2many	0
Gm12790	PRAMEF10	ortholog_many2many	0
Gm12790	PRAMEF15	ortholog_many2many	0
Gm12790	PRAMEF18	ortholog_many2many	0
Gm12790	PRAMEF25	ortholog_many2many	0
Gm12790	PRAMEF13	ortholog_many2many	0
Gm12790	PRAMEF11	ortholog_many2many	0
Gm12790	PRAMEF27	ortholog_many2many	0
Gm12790	PRAMEF33	ortholog_many2many	0
Gm12790	PRAMEF8	ortholog_many2many	0
Gm12790	PRAMEF19	ortholog_many2many	0
Gm12790	PRAMEF9	ortholog_many2many	0
Ctps	CTPS1	ortholog_one2one	1
Snhg4	MATR3	ortholog_many2many	0
Snhg4	MATR3	ortholog_many2many	0
Gm12789	PRAMEF2	ortholog_many2many	0
Gm12789	PRAMEF5	ortholog_many2many	0
Gm12789	PRAMEF7	ortholog_many2many	0
Gm12789	PRAMEF26	ortholog_many2many	0
Gm12789	PRAMEF17	ortholog_many2many	0
Gm12789	PRAMEF20	ortholog_many2many	0
Gm12789	PRAMEF6	ortholog_many2many	0
Gm12789	PRAMEF12	ortholog_many2many	0
Gm12789	PRAMEF4	ortholog_many2many	0
Gm12789	PRAMEF1	ortholog_many2many	0
Gm12789	PRAMEF14	ortholog_many2many	0
Gm12789	PRAMEF10	ortholog_many2many	0
Gm12789	PRAMEF15	ortholog_many2many	0
Gm12789	PRAMEF18	ortholog_many2many	0
Gm12789	PRAMEF25	ortholog_many2many	0
Gm12789	PRAMEF13	ortholog_many2many	0
Gm12789	PRAMEF11	ortholog_many2many	0
Gm12789	PRAMEF27	ortholog_many2many	0
Gm12789	PRAMEF33	ortholog_many2many	0
Gm12789	PRAMEF8	ortholog_many2many	0
Gm12789	PRAMEF19	ortholog_many2many	0
Gm12789	PRAMEF9	ortholog_many2many	0
4930579G24Rik	C4orf46	ortholog_one2one	1
Ceacam15	CEACAM21	ortholog_one2many	0
Etfdh	ETFDH	ortholog_one2one	1
Actg2	ACTG2	ortholog_one2one	1
Bahcc1	BAHCC1	ortholog_one2one	1
Cd72	CD72	ortholog_one2one	1
Bgn	BGN	ortholog_one2one	1
Prr29	PRR29	ortholog_one2one	0
Fam205a4	FAM205A	ortholog_one2many	0
Ribc1	RIBC1	ortholog_one2one	1
Slfn3	SLFN12	ortholog_many2many	0
Slfn3	SLFN12L	ortholog_many2many	0
Rec8	REC8	ortholog_one2one	1
Ceacam9	CEACAM21	ortholog_one2many	0
Flg	FLG	ortholog_one2one	0
Fam129b	NIBAN2	ortholog_one2one	1
Slc39a11	SLC39A11	ortholog_one2one	1
Slc30a2	SLC30A2	ortholog_one2one	1
Zc3h12d	ZC3H12D	ortholog_one2one	1
Hs6st1	HS6ST1	ortholog_one2one	1
Rnf38	RNF38	ortholog_one2one	1
Ptchd3	PTCHD3	ortholog_one2one	1
Tigd5	TIGD5	ortholog_one2one	1
Hrnr	HRNR	ortholog_one2one	0
Vps13b	VPS13B	ortholog_one2one	1
2010003K11Rik	C11orf86	ortholog_one2one	1
Pycrl	PYCR3	ortholog_one2one	1
Slc18b1	SLC18B1	ortholog_one2one	1
Tchh	TCHH	ortholog_one2one	0
Zbtb43	ZBTB43	ortholog_one2one	1
Dedd	DEDD	ortholog_one2one	1
Rptn	RPTN	ortholog_one2one	0
Zcchc4	ZCCHC4	ortholog_one2one	1
Fastkd1	FASTKD1	ortholog_one2one	1
Prkcq	PRKCQ	ortholog_one2one	1
Pwp2	PWP2	ortholog_one2many	1
Pwp2	FP565260.1	ortholog_one2many	1
Trim75	TRIM22	ortholog_one2one	0
Icam2	ICAM2	ortholog_one2one	1
Rpl37a	RPL37A	ortholog_one2one	1
Pdcd2l	PDCD2L	ortholog_one2many	1
Pdcd2l	AC092073.1	ortholog_one2many	0
Daam1	DAAM1	ortholog_one2one	1
Rbp4	RBP4	ortholog_one2one	1
Arhgap6	ARHGAP6	ortholog_one2one	1
Dnajc12	DNAJC12	ortholog_one2one	1
Rnf148	RNF148	ortholog_one2one	1
Rnf133	RNF133	ortholog_one2one	1
Slc25a26	SLC25A26	ortholog_one2one	1
Ly75	LY75-CD302	ortholog_one2many	1
Ly75	LY75	ortholog_one2many	1
Gm3183	PRAMEF2	ortholog_many2many	0
Gm3183	PRAMEF5	ortholog_many2many	0
Gm3183	PRAMEF7	ortholog_many2many	0
Gm3183	PRAMEF26	ortholog_many2many	0
Gm3183	PRAMEF17	ortholog_many2many	0
Gm3183	PRAMEF20	ortholog_many2many	0
Gm3183	PRAMEF6	ortholog_many2many	0
Gm3183	PRAMEF12	ortholog_many2many	0
Gm3183	PRAMEF4	ortholog_many2many	0
Gm3183	PRAMEF1	ortholog_many2many	0
Gm3183	PRAMEF14	ortholog_many2many	0
Gm3183	PRAMEF10	ortholog_many2many	0
Gm3183	PRAMEF15	ortholog_many2many	0
Gm3183	PRAMEF18	ortholog_many2many	0
Gm3183	PRAMEF25	ortholog_many2many	0
Gm3183	PRAMEF13	ortholog_many2many	0
Gm3183	PRAMEF11	ortholog_many2many	0
Gm3183	PRAMEF27	ortholog_many2many	0
Gm3183	PRAMEF33	ortholog_many2many	0
Gm3183	PRAMEF8	ortholog_many2many	0
Gm3183	PRAMEF19	ortholog_many2many	0
Gm3183	PRAMEF9	ortholog_many2many	0
Tsga13	TSGA13	ortholog_one2one	1
Cenpi	CENPI	ortholog_one2one	1
Zfp454	ZNF454	ortholog_one2one	1
Cox6c	COX6C	ortholog_one2one	1
Jagn1	JAGN1	ortholog_one2one	1
Ahnak2	AHNAK2	ortholog_one2one	0
Pyroxd2	PYROXD2	ortholog_one2one	1
Ywhaq	YWHAQ	ortholog_one2one	1
Msgn1	MSGN1	ortholog_one2one	1
Stk36	STK36	ortholog_one2one	1
Dcun1d3	DCUN1D3	ortholog_one2one	1
Glb1l3	GLB1L3	ortholog_one2one	1
Rgs1	RGS1	ortholog_one2one	1
Prl3b1	PRL	ortholog_one2many	0
Purb	PURB	ortholog_one2one	1
Trappc8	TRAPPC8	ortholog_one2one	1
Il1rapl1	IL1RAPL1	ortholog_one2one	1
Nlrp1a	NLRP1	ortholog_one2many	0
Rbm12b1	RBM12B	ortholog_one2many	1
Asb17	ASB17	ortholog_one2one	1
Lnx1	LNX1	ortholog_one2one	1
Ptbp3	PTBP3	ortholog_one2one	1
Lrig1	LRIG1	ortholog_one2one	1
Gm7102	MPLKIP	ortholog_one2many	0
Cited4	CITED4	ortholog_one2one	1
Prl2c2	PRL	ortholog_one2many	0
Mgat1	MGAT1	ortholog_one2one	1
Ylpm1	YLPM1	ortholog_one2one	1
Prl3a1	PRL	ortholog_one2many	0
Puf60	PUF60	ortholog_one2one	1
Dnah3	DNAH3	ortholog_one2one	1
Tab2	TAB2	ortholog_one2one	1
Pabpc6	PABPC3	ortholog_many2many	0
Pabpc6	PABPC1	ortholog_many2many	0
Zhx2	ZHX2	ortholog_one2one	1
Skp2	SKP2	ortholog_one2one	1
Tcirg1	TCIRG1	ortholog_one2one	1
Igfbp2	IGFBP2	ortholog_one2one	1
Gm6367	PRAMEF2	ortholog_many2many	0
Gm6367	PRAMEF5	ortholog_many2many	0
Gm6367	PRAMEF7	ortholog_many2many	0
Gm6367	PRAMEF26	ortholog_many2many	0
Gm6367	PRAMEF17	ortholog_many2many	0
Gm6367	PRAMEF20	ortholog_many2many	0
Gm6367	PRAMEF6	ortholog_many2many	0
Gm6367	PRAMEF12	ortholog_many2many	0
Gm6367	PRAMEF4	ortholog_many2many	0
Gm6367	PRAMEF1	ortholog_many2many	0
Gm6367	PRAMEF14	ortholog_many2many	0
Gm6367	PRAMEF10	ortholog_many2many	0
Gm6367	PRAMEF15	ortholog_many2many	0
Gm6367	PRAMEF18	ortholog_many2many	0
Gm6367	PRAMEF25	ortholog_many2many	0
Gm6367	PRAMEF13	ortholog_many2many	0
Gm6367	PRAMEF11	ortholog_many2many	0
Gm6367	PRAMEF27	ortholog_many2many	0
Gm6367	PRAMEF33	ortholog_many2many	0
Gm6367	PRAMEF8	ortholog_many2many	0
Gm6367	PRAMEF19	ortholog_many2many	0
Gm6367	PRAMEF9	ortholog_many2many	0
Nrn1	NRN1	ortholog_one2one	1
Cox20	COX20	ortholog_one2one	1
Cog1	COG1	ortholog_one2one	1
Rassf7	RASSF7	ortholog_one2one	1
Gm7075	RNF7	ortholog_one2many	0
Nit1	NIT1	ortholog_one2one	1
Lyrm1	LYRM1	ortholog_one2one	1
Gpr161	GPR161	ortholog_one2one	1
Thoc7	THOC7	ortholog_one2one	1
Hnrnpu	HNRNPU	ortholog_one2one	1
Aldh3a1	ALDH3A1	ortholog_one2one	1
Fars2	FARS2	ortholog_one2one	1
Il13ra1	IL13RA1	ortholog_one2one	1
Fabp7	FABP7	ortholog_one2one	1
Otud5	OTUD5	ortholog_one2one	1
Mamld1	MAMLD1	ortholog_one2one	0
Dmwd	DMWD	ortholog_one2one	1
Plxna3	PLXNA3	ortholog_one2one	1
Ankrd24	ANKRD24	ortholog_one2one	1
Igf2bp1	IGF2BP1	ortholog_one2one	1
Sec23b	SEC23B	ortholog_one2one	1
Cfap36	CFAP36	ortholog_one2one	1
Slc39a3	SLC39A3	ortholog_one2one	1
Gnal	GNAL	ortholog_one2one	1
Slc38a2	SLC38A2	ortholog_one2one	1
Olfr1393	OR2Y1	ortholog_one2many	0
Gm13304	CCL21	ortholog_one2many	0
Zfp282	ZNF282	ortholog_one2one	1
Mrps16	MRPS16	ortholog_one2one	1
Adgrb1	ADGRB1	ortholog_one2one	1
Thsd1	THSD1	ortholog_one2one	1
Otx1	OTX1	ortholog_one2one	1
Asmt	ASMT	ortholog_one2one	0
Slc13a2	SLC13A2	ortholog_one2one	1
Retreg3	RETREG3	ortholog_one2one	1
Rsbn1	RSBN1	ortholog_one2one	1
Chd3	CHD3	ortholog_one2one	1
Olfr1392	OR2Y1	ortholog_one2many	0
Lmbrd2	LMBRD2	ortholog_one2one	1
Igfbp5	IGFBP5	ortholog_one2one	1
BC048403	C12orf66	ortholog_one2one	1
Pura	PURA	ortholog_one2one	1
Rbm45	RBM45	ortholog_one2one	1
Rps7	RPS7	ortholog_one2one	1
Igip	IGIP	ortholog_one2one	1
Pdhx	PDHX	ortholog_one2one	1
Birc3	BIRC3	ortholog_one2one	1
Crtc2	CRTC2	ortholog_one2one	1
Jakmip1	JAKMIP1	ortholog_one2one	1
Nuak2	NUAK2	ortholog_one2one	1
Uchl1	UCHL1	ortholog_one2one	1
Ap2s1	AP2S1	ortholog_one2one	1
Dock4	DOCK4	ortholog_one2one	1
Rxfp1	RXFP1	ortholog_one2one	1
Psmb2	PSMB2	ortholog_one2one	1
Trappc10	TRAPPC10	ortholog_one2many	1
Trappc10	FP565260.6	ortholog_one2many	0
Ythdf3	YTHDF3	ortholog_one2one	1
Wdr49	WDR49	ortholog_one2one	1
Ier5l	IER5L	ortholog_one2one	1
Phtf1	PHTF1	ortholog_one2one	1
Psmg4	PSMG4	ortholog_one2one	1
Extl1	EXTL1	ortholog_one2one	1
Dpys	DPYS	ortholog_one2one	1
Klf14	KLF14	ortholog_one2one	1
Lrrc39	LRRC39	ortholog_one2one	1
Trim61	TRIM61	ortholog_one2one	0
Cystm1	CYSTM1	ortholog_one2one	1
F10	F10	ortholog_one2one	1
Relb	RELB	ortholog_one2one	1
Dcaf6	DCAF6	ortholog_one2one	1
Tpte	TPTE	ortholog_one2many	0
Tpte	TPTE2	ortholog_one2many	1
Actr3	ACTR3	ortholog_one2one	1
Trim60	TRIM60	ortholog_one2one	1
Atxn7	ATXN7	ortholog_one2many	1
Atxn7	ATXN7	ortholog_one2many	1
Fam104a	FAM104B	ortholog_one2one	0
Il17a	IL17A	ortholog_one2one	1
Lmx1b	LMX1B	ortholog_one2one	1
Best3	BEST3	ortholog_one2one	1
Sass6	SASS6	ortholog_one2one	1
Camkk1	CAMKK1	ortholog_one2one	1
Sstr2	SSTR2	ortholog_one2one	1
Cecr2	CECR2	ortholog_one2one	1
Rdh8	RDH8	ortholog_one2one	1
Thoc5	THOC5	ortholog_one2one	1
Ripk3	RIPK3	ortholog_one2one	1
Dcdc2a	DCDC2	ortholog_one2one	1
Lrig3	LRIG3	ortholog_one2one	1
Spink14	SPINK14	ortholog_one2one	1
Il17f	IL17F	ortholog_one2one	1
Rgs21	RGS21	ortholog_one2one	1
Mrpl13	MRPL13	ortholog_one2one	1
Rgs18	RGS18	ortholog_one2one	1
Gm1043	C4orf50	ortholog_one2one	0
Tnp1	TNP1	ortholog_one2one	1
Wdr91	WDR91	ortholog_one2one	1
Jakmip1	AC092442.1	ortholog_one2one	1
Rhog	RHOG	ortholog_one2one	1
Sipa1	SIPA1	ortholog_one2one	1
Ecm2	ECM2	ortholog_one2one	1
Kncn	KNCN	ortholog_one2one	1
Med24	MED24	ortholog_one2one	1
Cct8l1	CCT8L2	ortholog_one2one	1
Six1	SIX1	ortholog_one2one	1
Apip	APIP	ortholog_one2one	1
6430628N08Rik	TMEM275	ortholog_one2one	1
Atxn10	ATXN10	ortholog_one2one	1
Smpdl3a	SMPDL3A	ortholog_one2one	1
Ippk	IPPK	ortholog_one2one	1
Nrl	NRL	ortholog_one2one	1
Slfn14	SLFN14	ortholog_one2one	1
Gm11100	C3orf49	ortholog_one2one	1
Mtbp	MTBP	ortholog_one2one	1
Gchfr	GCHFR	ortholog_one2one	1
Derl1	DERL1	ortholog_one2one	1
Trmt13	TRMT13	ortholog_one2one	1
Zfp988	ZNF34	ortholog_one2many	0
Proz	PROZ	ortholog_one2one	1
Zfp978	ZNF34	ortholog_one2many	0
Lsm5	LSM5	ortholog_one2one	1
Smc1a	SMC1A	ortholog_one2one	1
Rnaseh1	RNASEH1	ortholog_one2many	1
Rnaseh1	AC108488.2	ortholog_one2many	1
Lair1	LAIR1	ortholog_one2one	0
Eftud2	EFTUD2	ortholog_one2one	1
Msh4	MSH4	ortholog_one2one	1
Prmt8	PRMT8	ortholog_one2one	1
Il17re	IL17RE	ortholog_one2one	1
Sdf2l1	SDF2L1	ortholog_one2one	1
Tead1	TEAD1	ortholog_one2one	1
Fuz	FUZ	ortholog_one2one	1
Aspn	ASPN	ortholog_one2one	1
AW822073	PITX3	ortholog_one2many	0
A1cf	A1CF	ortholog_one2one	1
Tmem168	TMEM168	ortholog_one2one	1
Ctnna2	CTNNA2	ortholog_one2one	1
Nlgn1	NLGN1	ortholog_one2one	1
Cracr2a	CRACR2A	ortholog_one2one	0
Tmcc2	TMCC2	ortholog_one2one	1
Omd	OMD	ortholog_one2one	1
Gm14137	C15orf62	ortholog_one2one	1
Tfap2e	TFAP2E	ortholog_one2one	1
Gm7942	PRAMEF2	ortholog_many2many	0
Gm7942	PRAMEF5	ortholog_many2many	0
Gm7942	PRAMEF7	ortholog_many2many	0
Gm7942	PRAMEF26	ortholog_many2many	0
Gm7942	PRAMEF17	ortholog_many2many	0
Gm7942	PRAMEF20	ortholog_many2many	0
Gm7942	PRAMEF6	ortholog_many2many	0
Gm7942	PRAMEF12	ortholog_many2many	0
Gm7942	PRAMEF4	ortholog_many2many	0
Gm7942	PRAMEF1	ortholog_many2many	0
Gm7942	PRAMEF14	ortholog_many2many	0
Gm7942	PRAMEF10	ortholog_many2many	0
Gm7942	PRAMEF15	ortholog_many2many	0
Gm7942	PRAMEF18	ortholog_many2many	0
Gm7942	PRAMEF25	ortholog_many2many	0
Gm7942	PRAMEF13	ortholog_many2many	0
Gm7942	PRAMEF11	ortholog_many2many	0
Gm7942	PRAMEF27	ortholog_many2many	0
Gm7942	PRAMEF33	ortholog_many2many	0
Gm7942	PRAMEF8	ortholog_many2many	0
Gm7942	PRAMEF19	ortholog_many2many	0
Gm7942	PRAMEF9	ortholog_many2many	0
Zfyve19	ZFYVE19	ortholog_one2one	1
Tes3-ps	DCUN1D1	ortholog_one2many	0
Rab33a	RAB33A	ortholog_one2one	1
Cenpp	CENPP	ortholog_one2one	1
Fam92a	FAM92A	ortholog_one2one	1
Il9r	IL9R	ortholog_one2one	1
Zfp691	ZNF691	ortholog_one2one	1
Elfn2	ELFN2	ortholog_one2one	1
Ogn	OGN	ortholog_one2one	1
C1galt1c1	C1GALT1C1	ortholog_one2one	1
Rtn4rl2	RTN4RL2	ortholog_one2one	1
Gp9	GP9	ortholog_one2one	1
Serpina9	SERPINA9	ortholog_one2one	1
Tfpi	TFPI	ortholog_one2one	1
Mlkl	MLKL	ortholog_one2one	1
Nlrp1b	NLRP1	ortholog_one2many	0
Nova2	NOVA2	ortholog_one2one	1
Serpina11	SERPINA11	ortholog_one2one	1
Atpif1	ATP5IF1	ortholog_one2one	1
Nphp1	NPHP1	ortholog_one2one	1
Kti12	AL445685.3	ortholog_one2one	0
Zfp729b	ZNF845	ortholog_one2many	0
Txndc12	TXNDC12	ortholog_one2one	1
Actg1	ACTG1	ortholog_one2one	1
Zfp212	ZNF212	ortholog_one2one	1
Gm17018	DPCD	ortholog_one2one	1
Rps11	RPS11	ortholog_one2one	1
Duxf3	PITX3	ortholog_one2many	0
Olfr1189	OR4C6	ortholog_one2many	1
Dnajc17	DNAJC17	ortholog_one2one	1
Gm4981	PITX3	ortholog_one2many	0
Lrrtm1	LRRTM1	ortholog_one2one	1
Rsad2	RSAD2	ortholog_one2one	1
Lage3	LAGE3	ortholog_one2one	0
Ncdn	NCDN	ortholog_one2one	1
Ppil6	PPIL6	ortholog_one2one	1
Asb14	ASB14	ortholog_one2one	1
Fbxw4	FBXW4	ortholog_one2one	1
Tsta3	TSTA3	ortholog_one2one	1
Syt2	SYT2	ortholog_one2one	1
Isy1	ISY1-RAB43	ortholog_one2many	1
Isy1	ISY1	ortholog_one2many	1
Zfp874b	ZNF429	ortholog_many2many	0
Zfp874b	ZNF519	ortholog_many2many	0
Zfp874b	ZNF195	ortholog_many2many	0
L1td1	L1TD1	ortholog_one2one	0
Avl9	AVL9	ortholog_one2one	1
Prl6a1	PRL	ortholog_one2many	0
Cygb	CYGB	ortholog_one2one	1
Rab3il1	RAB3IL1	ortholog_one2one	1
Olfr10	OR2Y1	ortholog_one2many	0
Prcd	PRCD	ortholog_one2one	1
Gm12695	C1orf87	ortholog_one2one	1
Chchd10	CHCHD10	ortholog_one2one	1
Six4	SIX4	ortholog_one2one	1
Stra8	STRA8	ortholog_one2one	1
Ostf1	OSTF1	ortholog_one2one	1
Zcchc12	ZCCHC18	ortholog_many2many	0
Zcchc12	ZCCHC12	ortholog_many2many	1
Ppp1r12b	PPP1R12B	ortholog_one2one	1
Brd4	BRD4	ortholog_one2one	1
Pcid2	PCID2	ortholog_one2one	1
Mmp11	MMP11	ortholog_one2one	1
Slc12a2	SLC12A2	ortholog_one2one	1
Arr3	ARR3	ortholog_one2one	1
Slc10a3	SLC10A3	ortholog_one2one	1
Zfp456	ZNF429	ortholog_many2many	0
Zfp456	ZNF519	ortholog_many2many	0
Zfp456	ZNF195	ortholog_many2many	0
Rgl3	RGL3	ortholog_one2one	1
Tmem144	TMEM144	ortholog_one2one	1
Ltbp3	LTBP3	ortholog_one2one	1
1700011M02Rik	FAM236B	ortholog_many2many	0
1700011M02Rik	FAM236A	ortholog_many2many	0
1700011M02Rik	FAM236C	ortholog_many2many	0
1700011M02Rik	FAM236D	ortholog_many2many	0
Chmp1b	CHMP1B	ortholog_one2one	1
Ubl4a	UBL4A	ortholog_one2one	1
Olfr1391	OR2Y1	ortholog_one2many	0
Arhgap18	ARHGAP18	ortholog_one2one	1
Olfr1390	OR2Y1	ortholog_one2many	1
Brinp3	BRINP3	ortholog_one2one	1
Stambp	STAMBP	ortholog_one2one	1
Drosha	DROSHA	ortholog_one2one	1
Mppe1	MPPE1	ortholog_one2one	1
Fam25c	FAM25A	ortholog_one2many	1
Fam25c	FAM25C	ortholog_one2many	1
Fam25c	FAM25G	ortholog_one2many	1
Olfm1	OLFM1	ortholog_one2one	1
Syngr4	SYNGR4	ortholog_one2one	1
Osbpl6	OSBPL6	ortholog_one2one	1
Ap2a1	AP2A1	ortholog_one2one	1
Gm867	C22orf15	ortholog_one2one	0
Mpc2	MPC2	ortholog_one2one	1
Clec16a	CLEC16A	ortholog_one2one	1
Rab43	RAB43	ortholog_one2one	1
Mamdc2	MAMDC2	ortholog_one2one	1
Pawr	PAWR	ortholog_one2one	1
Kbtbd2	KBTBD2	ortholog_one2one	1
Slc22a30	SLC22A9	ortholog_one2many	0
Zfp748	ZNF845	ortholog_one2many	0
Tchhl1	TCHHL1	ortholog_one2one	0
Adi1	ADI1	ortholog_one2one	1
Mybphl	MYBPHL	ortholog_one2one	1
Tmem52	TMEM52	ortholog_one2one	1
Aldoart1	ALDOA	ortholog_many2many	0
Aldoart1	AC093512.2	ortholog_many2many	0
Mvb12b	MVB12B	ortholog_one2one	1
Lrp12	LRP12	ortholog_one2one	1
4930562C15Rik	C16orf96	ortholog_one2one	0
Gimap3	GIMAP5	ortholog_many2many	0
Gimap3	GIMAP1-GIMAP5	ortholog_many2many	0
Gip	GIP	ortholog_one2one	1
Klk1b11	KLK1	ortholog_one2many	0
Akap5	AKAP5	ortholog_one2one	0
Lmcd1	LMCD1	ortholog_one2one	1
Vpreb3	VPREB3	ortholog_one2one	1
Xrcc2	XRCC2	ortholog_one2one	1
Olfr1289	OR4F17	ortholog_many2many	1
Olfr1289	OR4F5	ortholog_many2many	1
Olfr1289	OR4F4	ortholog_many2many	1
Zfp595	ZNF727	ortholog_many2many	0
Zfp595	ZNF678	ortholog_many2many	0
Zfp595	ZNF85	ortholog_many2many	0
Zfp595	ZNF681	ortholog_many2many	0
Zfp595	ZNF736	ortholog_many2many	0
Zfp595	ZNF724	ortholog_many2many	0
Zfp595	ZNF695	ortholog_many2many	0
Zfp595	ZNF682	ortholog_many2many	0
Col2a1	COL2A1	ortholog_one2one	1
Atp6v1e1	ATP6V1E1	ortholog_one2one	1
Sncg	SNCG	ortholog_one2one	1
Lcn8	LCN8	ortholog_one2one	1
Pck2	PCK2	ortholog_one2one	1
Zfp2	ZFP2	ortholog_one2one	1
Lama2	LAMA2	ortholog_one2one	1
Prc1	PRC1	ortholog_one2one	1
Rnd3	RND3	ortholog_one2one	1
Gm11487	AC113348.1	ortholog_one2many	0
Nasp	NASP	ortholog_one2one	1
Trpv2	TRPV2	ortholog_one2one	1
Magi3	MAGI3	ortholog_one2one	1
Far1	FAR1	ortholog_one2one	1
Snrnp25	SNRNP25	ortholog_one2one	1
Zscan12	ZSCAN12	ortholog_one2one	1
Ermap	ERMAP	ortholog_one2one	1
Slx1b	SLX1B	ortholog_one2many	1
Slx1b	SLX1A	ortholog_one2many	1
Rinl	RINL	ortholog_one2one	1
Slc25a18	SLC25A18	ortholog_one2one	1
Spink6	SPINK6	ortholog_one2one	1
Lrrtm3	LRRTM3	ortholog_one2one	1
Nanos2	NANOS2	ortholog_one2one	1
Rab3b	RAB3B	ortholog_one2one	1
Nop14	NOP14	ortholog_one2one	1
Pafah2	PAFAH2	ortholog_one2one	1
Ctnna3	CTNNA3	ortholog_one2one	1
Vegfb	VEGFB	ortholog_one2one	1
Coro1a	CORO1A	ortholog_one2one	1
Angptl6	ANGPTL6	ortholog_one2one	1
Clec4g	CLEC4G	ortholog_one2one	1
Zfp874a	ZNF429	ortholog_many2many	0
Zfp874a	ZNF519	ortholog_many2many	0
Zfp874a	ZNF195	ortholog_many2many	0
Mypop	MYPOP	ortholog_one2one	1
Ptpn3	PTPN3	ortholog_one2one	1
Slc35f5	SLC35F5	ortholog_one2one	1
Scyl1	SCYL1	ortholog_one2one	1
Asah2	ASAH2	ortholog_one2one	1
Fn1	FN1	ortholog_one2one	1
Gm20521	BCL2L2-PABPN1	ortholog_one2one	1
Sephs1	SEPHS1	ortholog_one2one	1
Shfl	SHFL	ortholog_one2one	1
Rfng	RFNG	ortholog_one2one	1
Car1	CA1	ortholog_one2one	1
Lrmda	LRMDA	ortholog_one2one	1
Bcl2l2	BCL2L2	ortholog_one2one	1
Qrsl1	QRSL1	ortholog_one2one	1
Scamp3	SCAMP3	ortholog_one2one	1
Gask1b	GASK1B	ortholog_one2one	1
Olfr1291-ps1	OR4F17	ortholog_many2many	0
Olfr1291-ps1	OR4F5	ortholog_many2many	0
Olfr1291-ps1	OR4F4	ortholog_many2many	0
Fa2h	FA2H	ortholog_one2one	1
Kcnq4	KCNQ4	ortholog_one2one	1
Washc5	WASHC5	ortholog_one2one	1
Eno1	ENO1	ortholog_one2many	1
Kank4	KANK4	ortholog_one2one	1
Plxnc1	PLXNC1	ortholog_one2one	1
Vnn3	VNN3	ortholog_one2one	0
Miox	MIOX	ortholog_one2one	1
Anapc2	ANAPC2	ortholog_one2one	1
Serpina12	SERPINA12	ortholog_one2one	1
Lcn6	AL355987.1	ortholog_one2many	1
Lcn6	LCN6	ortholog_one2many	1
Il2	IL2	ortholog_one2one	1
Ero1l	ERO1A	ortholog_one2one	1
Aldh3a2	ALDH3A2	ortholog_one2one	1
Pabpn1	PABPN1	ortholog_one2one	1
Adad1	ADAD1	ortholog_one2one	1
Olfr1389	OR2Y1	ortholog_one2many	0
Gm13306	CCL27	ortholog_one2many	0
Fdx1	FDX1	ortholog_one2one	1
Pon3	PON3	ortholog_one2one	1
Nrbp2	NRBP2	ortholog_one2one	0
Dstyk	DSTYK	ortholog_one2one	1
Gm13305	IL11RA	ortholog_many2many	0
Gm13305	AL162231.3	ortholog_many2many	0
Fads3	FADS3	ortholog_one2one	1
Tmem143	TMEM143	ortholog_one2one	1
Trpm1	TRPM1	ortholog_one2one	1
Olfr1293-ps	OR4F17	ortholog_many2many	0
Olfr1293-ps	OR4F5	ortholog_many2many	0
Olfr1293-ps	OR4F4	ortholog_many2many	0
Ppp4r4	PPP4R4	ortholog_one2one	1
Zfyve1	ZFYVE1	ortholog_one2one	1
Helz2	HELZ2	ortholog_one2one	1
Thra	THRA	ortholog_one2one	1
Stim1	STIM1	ortholog_one2one	1
Ccdc85a	CCDC85A	ortholog_one2one	1
Csf2ra	CSF2RA	ortholog_one2one	0
Spryd4	SPRYD4	ortholog_one2one	1
Mdm2	MDM2	ortholog_one2one	1
Lrrc10	LRRC10	ortholog_one2one	1
Zfp354b	ZNF354B	ortholog_one2one	1
Gls2	GLS2	ortholog_one2one	1
Thoc2	THOC2	ortholog_one2many	1
Bola2	BOLA2B	ortholog_one2many	0
Bola2	BOLA2	ortholog_one2many	0
Smtn	SMTN	ortholog_one2one	1
Zfp87	ZNF429	ortholog_many2many	0
Zfp87	ZNF519	ortholog_many2many	0
