Gene name	Chicken gene name	Chicken homology type	Chicken orthology confidence [0 low, 1 high]
Rdh16f2		ortholog_many2many	1
Rdh16f2		ortholog_many2many	0
Batf	BATF	ortholog_one2one	1
Nsmf	NSMF	ortholog_one2one	1
S100a14		ortholog_one2one	0
Trnp1		ortholog_one2one	0
Neu4	NEU4	ortholog_one2one	1
Prnp	PRNP	ortholog_one2one	1
Barx1	BARX1	ortholog_one2one	1
Csf2rb2		ortholog_many2many	0
Csf2rb2		ortholog_many2many	0
Rsph14	RSPH14	ortholog_one2one	1
Pdcd1		ortholog_one2one	0
Prr5l	PRR5L	ortholog_one2one	1
Fgd4	FGD4	ortholog_one2one	1
Ms4a3		ortholog_one2many	0
Adamts12	ADAMTS12	ortholog_one2one	1
Slc31a2	SLC31A2	ortholog_one2one	1
Gpm6b	GPM6B	ortholog_one2one	1
Rdh7		ortholog_many2many	1
Rdh7		ortholog_many2many	0
Cabin1	CABIN1	ortholog_one2one	1
Agxt	AGXT	ortholog_one2one	1
Agpat2	AGPAT2	ortholog_one2one	1
Gm20822	SPIN1Z	ortholog_many2many	1
Gm20822	SPIN1W	ortholog_many2many	0
Mageh1	NSMCE3	ortholog_one2many	0
H13	HM13	ortholog_one2one	1
Psma5	PSMA5	ortholog_one2one	1
Jchain	JCHAIN	ortholog_one2one	1
Gnaz	GNAZ	ortholog_one2one	1
Arf4	ARF4	ortholog_one2one	1
Rhobtb1	RHOBTB1	ortholog_one2one	1
Cst7	CST7	ortholog_one2one	1
Skp1a	SKP1	ortholog_one2one	1
Nxph1	NXPH1	ortholog_one2one	1
Mmgt1	MMGT1	ortholog_one2many	1
Vps45	VPS45	ortholog_one2one	1
Ncaph	NCAPH	ortholog_one2one	1
Il5ra	IL5RA	ortholog_one2one	1
Acvr1	ACVR1	ortholog_one2one	1
Egfl7	EGFL7	ortholog_one2one	1
Rgs14	RGS14	ortholog_one2one	1
Hspbp1		ortholog_one2one	0
Lyst		ortholog_one2many	0
Lyst		ortholog_one2many	0
Lyst		ortholog_one2many	0
Ube2k	UBE2K	ortholog_one2one	1
Zscan29		ortholog_one2one	0
Sult2a6	SULT	ortholog_many2many	1
Sult2a6		ortholog_many2many	1
Prkcd	PRKCD	ortholog_one2one	1
Hpcal1	HPCAL1	ortholog_one2one	1
Ap3b2	AP3B2	ortholog_one2one	1
9330182L06Rik	KIAA1324L	ortholog_one2one	1
Nipbl		ortholog_one2many	0
Nipbl		ortholog_one2many	1
Trp53bp1	TP53BP1	ortholog_one2one	1
Akap6	AKAP6	ortholog_one2one	1
Cdc20	CDC20	ortholog_one2one	1
Pde12	PDE12	ortholog_one2one	1
Smtnl2	SMTNL2	ortholog_one2one	1
Bcas3	BCAS3	ortholog_one2one	1
Hdac9		ortholog_one2many	1
Hdac9		ortholog_one2many	0
Cfap47		ortholog_one2one	1
Dnaja1	DNAJA1	ortholog_one2one	1
Foxj1	FOXJ1	ortholog_one2one	1
Dennd6a	DENND6A	ortholog_one2one	1
Bicd1	BICD1	ortholog_one2one	1
Rap2c	RAP2C	ortholog_one2one	1
Cga	CGA	ortholog_one2one	1
Tubgcp3	TUBGCP3	ortholog_one2one	1
Utp3	UTP3	ortholog_one2one	1
Nrde2	NRDE2	ortholog_one2one	1
Elovl1	ELOVL1	ortholog_one2one	1
Tnip3	TNIP3	ortholog_one2one	0
Podn	PODN	ortholog_one2one	1
Clvs2	CLVS2	ortholog_one2one	1
Lactb2	LACTB2	ortholog_one2one	1
Pdgfrb	PDGFRB	ortholog_one2one	1
Fam174a	FAM174A	ortholog_one2one	1
Rragb	RRAGB	ortholog_one2one	1
Atic	ATIC	ortholog_one2one	1
Atp6v0d2	ATP6V0D2	ortholog_one2one	1
Tcf7	TCF7	ortholog_one2one	1
Bet1	BET1	ortholog_one2one	1
Gm20877	SPIN1Z	ortholog_many2many	1
Gm20877	SPIN1W	ortholog_many2many	0
Gm20896		ortholog_one2many	0
Mageb16	NSMCE3	ortholog_one2many	0
Lars	LARS	ortholog_one2one	1
Agtpbp1	AGTPBP1	ortholog_one2one	1
Clcn6	CLCN6	ortholog_one2one	1
Vamp2		ortholog_one2one	0
Slc27a5		ortholog_one2many	1
Slc27a5		ortholog_one2many	0
Gdnf	GDNF	ortholog_one2one	1
Sgk3	SGK3	ortholog_one2one	1
Smu1	SMU1	ortholog_one2one	1
St8sia4	ST8SIA4	ortholog_one2one	1
Slc9a2	SLC9A2	ortholog_one2one	1
Xkr9	XKR9	ortholog_one2one	1
Cdc23	CDC23	ortholog_one2one	1
Fubp3	FUBP3	ortholog_one2one	1
Gm20792		ortholog_one2many	0
Ddb2	DDB2	ortholog_one2one	1
Irak2	IRAK2	ortholog_one2one	1
Hs1bp3	HS1BP3	ortholog_one2one	1
Mab21l4	MAB21L4	ortholog_one2one	1
4921507P07Rik		ortholog_one2one	0
Otud7b	OTUD7B	ortholog_one2one	1
Laptm4a	LAPTM4A	ortholog_one2one	1
Mycs	MYCN	ortholog_one2many	1
Atp4a		ortholog_one2one	0
Mrps33	MRPS33	ortholog_one2one	1
Cops7b	COPS7B	ortholog_one2one	1
Gdf10	GDF10	ortholog_one2one	1
Gm21095		ortholog_one2many	0
Olfr1086		ortholog_many2many	0
Acp2	ACP2	ortholog_one2one	1
Dusp5	DUSP5	ortholog_one2one	1
Mfsd9	MFSD9	ortholog_one2one	1
Stam	STAM	ortholog_one2one	1
Wdr44	WDR44	ortholog_one2one	1
Brix1	BRIX1	ortholog_one2one	1
Stard3	STARD3	ortholog_one2one	1
Hspa14	HSPA14	ortholog_one2one	1
Rps4x	RPS4Y1	ortholog_one2many	1
Ankrd44	ANKRD44	ortholog_one2one	1
Brd8	BRD8	ortholog_one2one	1
Pdzk1ip1	PDZK1IP1	ortholog_one2one	1
Efr3a	EFR3A	ortholog_one2one	1
Shb		ortholog_one2one	1
Thbs1	THBS1	ortholog_one2one	1
Btg1	BTG1	ortholog_one2many	1
Tnip2	TNIP2	ortholog_one2one	1
Wnt2	WNT2	ortholog_one2one	1
Cep250	CEP250	ortholog_one2one	1
Ikbkb	IKBKB	ortholog_one2one	1
Kdf1	KDF1	ortholog_one2one	1
Snx11	SNX11	ortholog_one2one	1
Olfr1157		ortholog_one2many	1
Rasip1	RASIP1	ortholog_one2one	1
Ttpa	TTPA	ortholog_one2one	1
Setd5	SETD5	ortholog_one2one	1
Olfr74		ortholog_one2many	1
Adcy9	ADCY9	ortholog_one2one	1
Pex7	PEX7	ortholog_one2one	1
Nub1	NUB1	ortholog_one2one	1
Sdr16c5		ortholog_one2many	1
Sdr16c5	SDR16C5	ortholog_one2many	1
Ndnf	NDNF	ortholog_one2one	1
Enpp6	ENPP6	ortholog_one2one	1
Cntrl	CNTRL	ortholog_one2one	1
Gdf2	GDF2	ortholog_one2one	1
Dock2	DOCK2	ortholog_one2one	1
Cldn7		ortholog_one2one	0
Vezt	VEZT	ortholog_one2one	1
Adap2	ADAP2	ortholog_one2one	1
Phf2	PHF2	ortholog_one2one	1
Mms22l	MMS22L	ortholog_one2one	1
Nfib	NFIB	ortholog_one2one	1
Rbp3	RBP3	ortholog_one2one	1
Zfp954		ortholog_one2many	0
Gng4	GNG4	ortholog_one2one	1
Trnt1	TRNT1	ortholog_one2one	1
Zfp488	ZNF488	ortholog_one2one	0
Tgfbr1	TGFBR1	ortholog_one2one	1
Sorcs2	SORCS2	ortholog_one2one	1
Nppc	NPPC	ortholog_one2one	1
Itpripl1		ortholog_one2many	0
Itpripl1		ortholog_one2many	0
Itpripl1		ortholog_one2many	0
Itpripl1		ortholog_one2many	0
Itpripl1		ortholog_one2many	0
Itpripl1		ortholog_one2many	0
Eif4g2	EIF4G2	ortholog_one2one	1
Rhob	RHOB	ortholog_one2one	1
Olfr1158		ortholog_one2many	1
Zfp773		ortholog_one2many	0
Cul2	CUL2	ortholog_one2one	1
Aspg	ASPG	ortholog_one2one	1
Cyp4x1	CYP4A22	ortholog_many2many	1
Cyp4x1	CYP4B7	ortholog_many2many	1
Gdi2	GDI1	ortholog_one2one	1
Sort1	SORT1	ortholog_one2one	1
Htr1d		ortholog_one2one	1
Pgr15l		ortholog_one2many	1
Dipk1b	DIPK1B	ortholog_one2one	1
Fkbp15	FKBP15	ortholog_one2one	1
E2f6	E2F6	ortholog_one2one	1
Ggh	GGH	ortholog_one2one	1
Kif14	KIF14	ortholog_one2one	1
Atp8b2	ATP8B2	ortholog_one2one	1
Ntan1	NTAN1	ortholog_one2one	1
Drg2	DRG2	ortholog_one2one	1
Tle5	TLE5	ortholog_one2one	1
Lypla1	LYPLA1	ortholog_one2one	1
Klra2		ortholog_many2many	0
Klra2	CLC2DL3	ortholog_many2many	0
Klra2		ortholog_many2many	0
Klra2		ortholog_many2many	0
Klra2		ortholog_many2many	0
Klra2		ortholog_many2many	0
Klra2		ortholog_many2many	0
Klra2		ortholog_many2many	0
Klra2		ortholog_many2many	0
Klra2		ortholog_many2many	0
Klra2	Y-LEC1	ortholog_many2many	0
Klra2		ortholog_many2many	0
Klra2		ortholog_many2many	0
Klra2		ortholog_many2many	0
Klra2		ortholog_many2many	0
Insyn2b	INSYN2B	ortholog_one2one	1
Crbn	CRBN	ortholog_one2one	1
Mcoln1	MCOLN1	ortholog_one2one	1
Slc7a15		ortholog_one2one	1
Myo3a	MYO3A	ortholog_one2one	1
Sult3a2		ortholog_one2many	1
Wdr86	WDR86	ortholog_one2one	1
Pmpca	PMPCA	ortholog_one2one	1
Camsap1	CAMSAP1	ortholog_one2one	1
BC048679		ortholog_one2one	1
Klf8	KLF8	ortholog_one2one	1
S100a16	S100A16	ortholog_one2one	1
Larp1	LARP1	ortholog_one2one	1
Klhdc10	KLHDC10	ortholog_one2one	1
Pde5a	PDE5A	ortholog_one2one	1
Zmat3	ZMAT3	ortholog_one2one	1
Arnt2	ARNT2	ortholog_one2one	1
Pdxdc1	PDXDC1	ortholog_one2one	1
Tasor2	TASOR2	ortholog_one2one	1
Otof	OTOF	ortholog_one2one	1
Gm30083	ANTXRL	ortholog_one2many	0
Prdm5	PRDM5	ortholog_one2one	1
Rit1	RIT1	ortholog_one2one	1
Pnmt	PNMT	ortholog_one2one	1
Sf3b4	SF3B4	ortholog_one2one	1
Pomgnt1	POMGNT1	ortholog_one2one	1
Dhrs9	DHRS9	ortholog_one2one	1
Lin7c	LIN7C	ortholog_one2one	1
Cntf	CNTF	ortholog_one2one	1
Gm15013	RPS4Y1	ortholog_one2many	1
Mtmr11	MTMR11	ortholog_one2one	1
Zfp91		ortholog_one2many	1
Tbc1d8b	TBC1D8B	ortholog_one2one	1
Zfp91		ortholog_one2many	1
Rnf121	RNF121	ortholog_one2one	1
Inpp5e	INPP5E	ortholog_one2one	1
Fam207a	FAM207A	ortholog_one2one	1
Gprc5a		ortholog_one2many	1
Fam171b	FAM171B	ortholog_one2one	1
Dbnl		ortholog_one2one	0
Vrtn	VRTN	ortholog_one2one	1
Nutf2-ps1	NUTF2	ortholog_one2many	1
Olfr1093		ortholog_many2many	0
Syt11	SYT11	ortholog_one2one	1
Srl	SRL	ortholog_one2one	1
Nudc	NUDC	ortholog_one2one	1
Sned1	SNED1	ortholog_one2one	1
Gprc5d		ortholog_one2many	1
Grm3	GRM3	ortholog_one2one	1
Ide	IDE	ortholog_one2one	1
Csnk1e	CSNK1E	ortholog_one2one	1
Kctd12b		ortholog_one2one	1
Cbx1	CBX1	ortholog_one2one	1
Zc3h7b	ZC3H7B	ortholog_one2one	1
Lpxn	LPXN	ortholog_one2one	1
Arhgef16	ARHGEF16	ortholog_one2one	1
Tcea1	TCEA1	ortholog_one2one	1
Fam120a	FAM120A	ortholog_one2one	1
Mybbp1a	MYBBP1A	ortholog_one2one	1
Zic3	ZIC3	ortholog_one2one	1
Mettl18	METTL18	ortholog_one2one	1
Mthfr	MTHFR	ortholog_one2one	1
Spty2d1	SPTY2D1	ortholog_one2one	1
Klhl25	KLHL25	ortholog_one2one	1
Prkar2b	PRKAR2B	ortholog_one2one	1
Gm12248	FAXDC2	ortholog_one2one	1
Commd9	COMMD9	ortholog_one2one	1
Prdm12	PRDM12	ortholog_one2one	1
Cfap100	CFAP100	ortholog_one2one	1
Olfr141		ortholog_many2many	0
Cblif		ortholog_one2one	0
Gm13698	CWC22	ortholog_one2many	1
Gm13693	CWC22	ortholog_one2many	1
Gm10488		ortholog_one2many	0
Rangap1	RANGAP1	ortholog_one2one	1
Cyp2d9	CYP2D6	ortholog_one2many	0
Mcts2	MCTS1	ortholog_one2many	1
Gm13695	CWC22	ortholog_one2many	1
Pinlyp		ortholog_one2many	0
Matn3	MATN3	ortholog_one2one	1
Olfr1094		ortholog_many2many	0
Gm13696	CWC22	ortholog_one2many	1
Nr0b2	NR0B2	ortholog_one2one	1
Ltbp4		ortholog_one2one	0
Gm28553		ortholog_one2many	0
Gm5244	RPLP1	ortholog_one2many	1
Gria4	GRIA4	ortholog_one2one	1
Mterf4		ortholog_one2one	0
Hif1an	HIF1AN	ortholog_one2one	1
Ndrg2		ortholog_one2one	0
Ak1	AK1	ortholog_one2one	1
Hdac2	HDAC2	ortholog_one2one	1
Eci2	ECI2	ortholog_one2many	1
Eif4e	EIF4E	ortholog_one2one	1
Pik3ip1	PIK3IP1	ortholog_one2one	1
Ano2	ANO2	ortholog_one2one	1
Ctsj	CTSV	ortholog_one2many	1
Tmem254c	TMEM254	ortholog_one2many	1
Gsg1	GSG1	ortholog_one2one	1
Ube2w	UBE2W	ortholog_one2one	1
Ifnk		ortholog_many2many	0
Ifnk		ortholog_many2many	0
Ifnk		ortholog_many2many	0
Ifnk	IFN-A	ortholog_many2many	0
Ifnk	IFN-A	ortholog_many2many	0
Ifnk	IFN-A	ortholog_many2many	0
Ifnk		ortholog_many2many	0
Ifnk		ortholog_many2many	0
Ifnk	IFNW1	ortholog_many2many	0
Ifnk		ortholog_many2many	0
Ifnk	IFN-A	ortholog_many2many	0
Ifnk	IFN-A	ortholog_many2many	0
Ifnk		ortholog_many2many	0
Epha1	EPHA1	ortholog_one2one	1
Mbnl3	MBNL3	ortholog_one2one	1
Mnd1	MND1	ortholog_one2one	1
Olfr1095		ortholog_many2many	0
Nfe2l1	NFE2L1	ortholog_one2one	1
Mob3b	MOB3B	ortholog_one2one	1
Syndig1l	SYNDIG1L	ortholog_one2one	1
Myo18a	MYO18A	ortholog_one2one	1
Fabp2	FABP2	ortholog_one2one	1
Mptx1	CRP	ortholog_many2many	1
Mptx1		ortholog_many2many	1
Fech	FECH	ortholog_one2one	1
Aak1	AAK1	ortholog_one2one	1
Fer1l6	FER1L6	ortholog_one2one	1
Cldn2	CLDN2	ortholog_one2one	1
Sorbs1	SORBS1	ortholog_one2one	1
Trim28	TRIM28	ortholog_one2one	1
Gpatch3	GPATCH3	ortholog_one2one	1
Dsc2		ortholog_one2many	1
Hdac8		ortholog_one2one	1
Mrc1	MMR1L3	ortholog_one2many	0
Mrc1	MRC1	ortholog_one2many	1
Mrc1	MMR1L4	ortholog_one2many	1
Mrc1		ortholog_one2many	1
Mrc1		ortholog_one2many	1
Rassf2	RASSF2	ortholog_one2one	1
Zyx	ZYX	ortholog_one2one	1
Il4i1		ortholog_many2many	0
Sult3a1		ortholog_one2many	1
Nop53	NOP53	ortholog_one2one	1
Spns2	SPNS2	ortholog_one2one	1
Fam234b	FAM234B	ortholog_one2one	1
Polr1a		ortholog_one2many	0
Polr1a		ortholog_one2many	1
Babam1		ortholog_one2one	1
Patz1	PATZ1	ortholog_one2one	1
Xndc1		ortholog_one2one	0
Tle2		ortholog_one2many	0
Tle2		ortholog_one2many	1
Hmg20b	HMG20B	ortholog_one2one	1
Megf9	MEGF9	ortholog_one2one	1
Syt14	SYT14	ortholog_one2one	1
4930444G20Rik	SENP2	ortholog_one2many	0
Dcn	DCN	ortholog_one2one	1
Klhl32	KLHL32	ortholog_one2one	1
Ehd2	EHD2	ortholog_one2one	1
Itprid1	ITPRID1	ortholog_one2one	1
Pax2	PAX2	ortholog_one2one	1
Hebp1	HEBP1	ortholog_one2one	1
Angptl1	ANGPTL1	ortholog_one2one	1
Pgap3	PGAP3	ortholog_one2one	1
Tmem182	TMEM182	ortholog_one2one	1
Acbd6	ACBD6	ortholog_one2one	1
Kif24	KIF24	ortholog_one2one	1
Zbtb45	ZBTB45	ortholog_one2one	1
Ralgps2	RALGPS2	ortholog_one2one	1
Shpk		ortholog_one2one	1
Serinc1	SERINC1	ortholog_one2one	1
Pik3ca	PIK3CA	ortholog_one2one	1
Tmem47	TMEM47	ortholog_one2one	1
Tlk1	TLK1	ortholog_one2one	1
Jak1	JAK1	ortholog_one2one	1
Nup62	NUP62	ortholog_one2one	1
Wdr45b	WDR45B	ortholog_one2one	1
6430550D23Rik		ortholog_many2many	0
6430550D23Rik		ortholog_many2many	0
Ldlrad3	LDLRAD3	ortholog_one2one	1
Slc34a1	SLC34A1	ortholog_one2one	1
Uty		ortholog_one2many	1
Ebag9	EBAG9	ortholog_one2one	1
Agtrap	AGTRAP	ortholog_one2one	1
Dap	DAP	ortholog_one2one	1
Dio2	DIO2	ortholog_one2one	1
Anxa8		ortholog_one2one	1
Proser1	PROSER1	ortholog_one2one	1
Otc	OTC	ortholog_one2one	1
Hook1	HOOK1	ortholog_one2one	1
Vwce	VWCE	ortholog_one2one	1
Tnfrsf11a	TNFRSF11A	ortholog_one2one	1
Chmp2a	CHMP2A	ortholog_one2one	1
Draxin	DRAXIN	ortholog_one2one	1
Gm49358	NT5DC3	ortholog_one2many	1
Poglut2	POGLUT2	ortholog_one2one	1
Fam117a	FAM117A	ortholog_one2one	1
Nt5dc3	NT5DC3	ortholog_one2many	1
Sertad2	SERTAD2	ortholog_one2one	1
Gpr176	GPR176	ortholog_one2one	1
Pcdh19	PCDH19	ortholog_one2one	1
Mad2l2	MAD2L2	ortholog_one2one	1
Wdr75	WDR75	ortholog_one2one	1
Fsip1	FSIP1	ortholog_one2one	1
4930595M18Rik	RNF44	ortholog_one2many	0
Cped1	CPED1	ortholog_one2one	1
Nup88	NUP88	ortholog_one2one	1
Tmem86a	TMEM86A	ortholog_one2one	1
Phf3	PHF3	ortholog_one2one	1
Antxrl	ANTXRL	ortholog_one2many	0
Crygn	CRYGN	ortholog_one2one	1
Spdl1	SPDL1	ortholog_one2one	1
Prpf39	PRPF39	ortholog_one2one	1
Nudt2	NUDT2	ortholog_one2one	1
Asb16	ASB16	ortholog_one2one	1
Olfr535		ortholog_one2many	0
Raver2	RAVER2	ortholog_one2one	1
Gm14632		ortholog_one2many	0
Lin28a	LIN28A	ortholog_one2one	1
Ptprb	PTPRB	ortholog_one2one	1
Clgn	CLGN	ortholog_one2one	1
Pfn3	PFN3	ortholog_one2one	1
Smc3	SMC3	ortholog_one2one	1
Hnf4g	HNF4G	ortholog_one2one	1
Olfr1160		ortholog_one2many	0
Pga5	PGC	ortholog_many2many	0
Pga5	PGA5	ortholog_many2many	1
Pga5		ortholog_many2many	1
Pga5	CTSEAL	ortholog_many2many	0
Gorasp2	GORASP2	ortholog_one2one	1
Yaf2	YAF2	ortholog_one2one	1
Baiap2l2	BAIAP2L2	ortholog_one2one	1
Ankle1	ANKLE1	ortholog_one2one	1
Ntf3	NTF3	ortholog_one2one	1
Colec10	COLEC10	ortholog_one2one	1
Rheb	RHEB	ortholog_one2one	1
Adora2b	ADORA2B	ortholog_one2one	1
Alg2	ALG2	ortholog_one2one	1
Luzp1	LUZP1	ortholog_one2one	1
Msrb3	MSRB3	ortholog_one2one	1
Rad1	RAD1	ortholog_one2one	1
Nudcd3	NUDCD3	ortholog_one2one	1
Mal2	MAL2	ortholog_one2one	1
Zswim7	ZSWIM7	ortholog_one2one	1
Lhx4	LHX4	ortholog_one2one	1
Slc9a6	SLC9A6	ortholog_one2one	1
Myorg		ortholog_one2many	1
Myorg		ortholog_one2many	0
Meox2	MEOX2	ortholog_one2one	1
Tmem65	TMEM65	ortholog_one2one	1
Rnf157	RNF157	ortholog_one2one	1
Adsl	ADSL	ortholog_one2one	1
Fgfr1	FGFR1	ortholog_one2one	1
Elavl2	ELAVL2	ortholog_one2one	1
4930550L24Rik	NSMCE3	ortholog_one2many	0
Fkbp3	FKBP3	ortholog_one2one	1
Stard3nl	STARD3NL	ortholog_one2one	1
Pds5a	PDS5A	ortholog_one2one	1
Nfkb1	NFKB1	ortholog_one2one	1
Bambi	BAMBI	ortholog_one2one	1
Trmt12	TRMT12	ortholog_one2one	1
Calm1	CALM1	ortholog_one2one	1
Ebf1	EBF1	ortholog_one2one	1
Esf1	ESF1	ortholog_one2one	1
Olfr582		ortholog_many2many	1
Olfr582		ortholog_many2many	1
Olfr582		ortholog_many2many	1
Olfr582	OR52R1	ortholog_many2many	1
Kdm1a	KDM1A	ortholog_one2one	1
Slf2	SLF2	ortholog_one2one	1
Scarf2	SCARF2	ortholog_one2one	1
Lum	LUM	ortholog_one2one	1
Gm21209		ortholog_one2many	0
Ppp1r17	PPP1R17	ortholog_one2one	1
Ndufaf4	NDUFAF4	ortholog_one2one	1
Vps37c	VPS37C	ortholog_one2one	1
Stradb	STRADB	ortholog_one2one	1
Ncoa4	NCOA4	ortholog_one2one	1
Uba1		ortholog_one2one	0
Tfap4	TFAP4	ortholog_one2one	1
Arid4a	ARID4A	ortholog_one2one	1
Tmem254b	TMEM254	ortholog_one2many	1
Cpeb2	CPEB2	ortholog_one2one	1
Mipep	MIPEP	ortholog_one2one	1
Penk	PENK	ortholog_one2one	1
Cd5		ortholog_many2many	0
Cd5		ortholog_many2many	0
Cd5	DMBT1L	ortholog_many2many	0
Cd5		ortholog_many2many	0
Cd5		ortholog_many2many	0
Cd5	PIT54	ortholog_many2many	0
Gm21394	SPIN1Z	ortholog_many2many	1
Gm21394	SPIN1W	ortholog_many2many	0
Gm4907	TES	ortholog_one2many	1
Srp72	SRP72	ortholog_one2one	1
Rad9a	RAD9A	ortholog_one2one	1
Prps1l1		ortholog_one2many	1
Gm4985	TES	ortholog_one2many	1
Smc2	SMC2	ortholog_one2one	1
Marcks	MARCKS	ortholog_one2one	1
Cnot8	CNOT8	ortholog_one2one	1
Olfr220		ortholog_many2many	0
Olfr220		ortholog_many2many	0
Sult2a8	SULT	ortholog_many2many	0
Sult2a8		ortholog_many2many	0
Gmnn	GMNN	ortholog_one2one	1
Ppfia2	PPFIA2	ortholog_one2one	1
Sec61b	SEC61B	ortholog_one2many	1
Zfp772		ortholog_one2many	0
Mosmo	MOSMO	ortholog_one2one	1
Ghr	GHR	ortholog_one2one	1
Flvcr2	FLVCR2	ortholog_one2one	1
Agk	AGK	ortholog_one2one	1
Mrpl16	MRPL16	ortholog_one2one	1
Casp1	CASP14	ortholog_many2many	0
Casp1	CASP18	ortholog_many2many	0
Rab36	RAB36	ortholog_one2one	1
Mtmr12	MTMR12	ortholog_one2one	1
Plagl1	PLAGL1	ortholog_one2one	1
S100a4		ortholog_one2many	1
S100a4		ortholog_one2many	1
Mon2	MON2	ortholog_one2one	1
Ppp1ca	PPP1CA	ortholog_one2one	1
Crybg2	CRYBG2	ortholog_one2one	1
Abl1	ABL1	ortholog_one2one	1
Slco4c1		ortholog_one2many	1
Gabra1	GABRA1	ortholog_one2one	1
Gm21409		ortholog_one2many	0
Pigl	PIGL	ortholog_one2one	1
Snap23	SNAP23	ortholog_one2one	1
Stab2	STAB2	ortholog_one2one	1
Rbm27		ortholog_one2one	1
Fgd5	FGD5	ortholog_one2one	1
Sult2a7	SULT	ortholog_many2many	0
Sult2a7		ortholog_many2many	0
Whamm	WHAMM	ortholog_one2one	1
Zmpste24	ZMPSTE24	ortholog_one2one	1
Ncor1		ortholog_one2many	0
Ncor1		ortholog_one2many	0
Ctsq	CTSV	ortholog_one2many	1
Rabep1	RABEP1	ortholog_one2one	1
Gm5934		ortholog_one2many	0
Galnt18	GALNT18	ortholog_one2one	1
Asz1	ASZ1	ortholog_one2one	1
Eda2r	EDA2R	ortholog_one2one	1
Sh3bp2	SH3BP2	ortholog_one2one	1
Sytl3	SYTL3	ortholog_one2one	1
Ccdc180		ortholog_one2one	0
Stoml3	STOML3	ortholog_one2one	1
C1qtnf9		ortholog_one2one	1
Kcna5	KCNA5	ortholog_one2one	1
C1d	C1D	ortholog_one2one	1
Upp2	UPP2	ortholog_one2one	1
Lhfpl4	LHFPL4	ortholog_one2one	1
Kif26a	KIF26A	ortholog_one2one	1
Spin2c	SPIN1Z	ortholog_many2many	1
Spin2c	SPIN1W	ortholog_many2many	0
Cstb	CSTB	ortholog_one2one	1
Gpn2	GPN2	ortholog_one2one	1
Ghitm	GHITM	ortholog_one2one	1
Kcnmb4	KCNMB4	ortholog_one2one	1
Acss3	ACSS3	ortholog_one2one	1
Hs6st2	HS6ST2	ortholog_one2one	1
Rbm31y	HNRNPDL	ortholog_one2many	0
Lamp3	LAMP3	ortholog_one2one	0
Otog		ortholog_one2many	0
Otog		ortholog_one2many	0
Mastl	MASTL	ortholog_one2one	1
Lnpep	LNPEP	ortholog_one2one	1
Gm20835		ortholog_one2many	0
Ascc2	ASCC2	ortholog_one2one	1
Erg28		ortholog_one2one	0
Ttc7b	TTC7B	ortholog_one2one	1
Olfr1161		ortholog_one2many	1
Eng	ENG	ortholog_one2one	1
Hmgxb3	HMGXB3	ortholog_one2one	1
Ankrd33b	ANKRD33B	ortholog_one2one	1
Ptgdr	PTGDR	ortholog_one2one	1
Wdr70	WDR70	ortholog_one2one	1
Npas3	NPAS3	ortholog_one2one	1
Exosc2	EXOSC2	ortholog_one2one	1
Il2rb	IL2RB	ortholog_one2one	1
Ptger2	PTGER2	ortholog_one2one	1
Nr5a2	NR5A2	ortholog_one2one	1
Atp10a	ATP10A	ortholog_one2one	1
Inpp5d	INPP5D	ortholog_one2one	1
Gm49450		ortholog_one2many	0
Gm49450		ortholog_one2many	0
Nkain3	NKAIN3	ortholog_one2one	1
Npvf	NPVF	ortholog_one2one	1
Strip2	STRIP2	ortholog_one2one	1
Tuba1a	TUBA1A	ortholog_one2one	1
Dis3l2	DIS3L2	ortholog_one2one	1
Cavin1	PTRF	ortholog_one2one	1
Grpel1	GRPEL1	ortholog_one2one	1
Ube2m	UBE2M	ortholog_one2one	1
Cdc26	CDC26	ortholog_one2one	1
Nin	NIN	ortholog_one2one	1
Caprin1	CAPRIN1	ortholog_one2one	1
Tada2b	TADA2B	ortholog_one2one	1
Prdm16	PRDM16	ortholog_one2one	1
Slit3	SLIT3	ortholog_one2one	1
Gemin5	GEMIN5	ortholog_one2one	1
Krt42	KRT14	ortholog_one2many	1
Krt42	KRT17	ortholog_one2many	1
Slc31a1	SLC31A1	ortholog_one2one	1
Lgr4	LGR4	ortholog_one2one	1
Myod1	MYOD1	ortholog_one2one	1
Prim1		ortholog_one2one	1
Tuba1b	TUBA1B	ortholog_one2one	1
Kcnc1	KCNC1	ortholog_one2one	1
Rapsn	RAPSN	ortholog_one2one	1
Msto1	MSTO1	ortholog_one2one	1
Ptp4a1	PTP4A1	ortholog_one2many	1
Csf1r	CSF1R	ortholog_one2one	1
Sfn	SFN	ortholog_one2one	1
Trim33	TRIM33	ortholog_one2one	1
Ascc3	ASCC3	ortholog_one2one	1
Shprh	SHPRH	ortholog_one2one	1
Mthfd1l	MTHFD1L	ortholog_one2one	1
Ubac1	UBAC1	ortholog_one2one	1
Homer2	HOMER2	ortholog_one2one	1
Sv2a	SV2A	ortholog_one2one	1
Abhd8	ABHD8	ortholog_one2one	1
Rffl	RFFL	ortholog_one2one	1
Ankrd29	ANKRD29	ortholog_one2one	1
Nr4a3	NR4A3	ortholog_one2one	1
Srp9	SRP9	ortholog_one2one	1
Ptp4a1	PTP4A1	ortholog_one2many	1
Npc2	NPC2	ortholog_one2one	1
Snrnp200		ortholog_one2many	0
Snrnp200	SNRNP200	ortholog_one2many	1
